constructor,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_drivers
hrt,2010,13,spa,False,False,False,True,False,yamamoto,Japanese,19,20,0,0,25,0,0,25,0,0,11,18.163,28,,0
lotus_racing,2010,13,spa,False,False,False,True,False,kovalainen,Finnish,13,16,0,0,19,0,0,19,0,0,10,5.202000000000001,28,0.0,0
lotus_racing,2010,13,spa,False,False,False,True,False,trulli,Italian,15,19,0,0,22,0,0,22,0,0,10,15.713,36,,0
mclaren,2010,13,spa,False,False,False,True,False,button,British,5,22,147,2,4,143,2,2,304,4,2,0.428,30,0.0,0
mclaren,2010,13,spa,False,False,False,True,False,hamilton,British,2,1,157,2,2,157,2,1,304,4,2,0.085,25,0.111111111,0
mercedes,2010,13,spa,False,False,False,True,False,michael_schumacher,German,21,7,38,0,9,38,0,9,132,0,4,2.096,41,0.0,0
mercedes,2010,13,spa,False,False,False,True,False,rosberg,German,14,6,94,0,7,94,0,6,132,0,4,2.1069999999999998,25,0.0,0
red_bull,2010,13,spa,False,False,False,True,False,vettel,German,4,15,151,2,3,136,2,4,312,6,1,0.349,23,0.0,0
red_bull,2010,13,spa,False,False,False,True,False,webber,Australian,1,2,161,4,1,136,3,3,312,6,1,0.0,34,0.0,0
renault,2010,13,spa,False,False,False,True,False,kubica,Polish,3,3,89,0,8,89,0,7,106,0,5,0.322,25,,0
sauber,2010,13,spa,False,False,False,True,False,kobayashi,Japanese,17,8,17,0,13,15,0,12,23,0,8,16.506,23,,0
sauber,2010,13,spa,False,False,False,True,False,rosa,Spanish,24,11,6,0,17,0,0,18,23,0,8,19.516,39,,0
toro_rosso,2010,13,spa,False,False,False,True,False,alguersuari,Spanish,11,13,3,0,18,3,0,16,10,0,9,2.489,20,,0
toro_rosso,2010,13,spa,False,False,False,True,False,buemi,Swiss,16,12,7,0,16,7,0,15,10,0,9,3.431,21,,0
virgin,2010,13,spa,False,False,False,True,False,glock,German,20,18,0,0,24,0,0,24,0,0,12,6.271,28,0.0,0
virgin,2010,13,spa,False,False,False,True,False,grassi,Brazilian,22,17,0,0,21,0,0,21,0,0,12,32.976,26,0.0,0
williams,2010,13,spa,False,False,False,True,False,barrichello,Brazilian,7,24,30,0,11,29,0,11,40,0,7,0.8240000000000001,38,0.0,0
williams,2010,13,spa,False,False,False,True,False,hulkenberg,German,9,14,10,0,15,2,0,17,40,0,7,1.275,23,0.0,0
ferrari,2010,14,monza,True,False,False,False,False,alonso,Spanish,1,1,141,2,5,141,2,5,250,2,3,0.0,29,0.5,0
ferrari,2010,14,monza,True,False,False,False,False,massa,Brazilian,3,3,109,0,6,97,0,6,250,2,3,0.331,29,0.0,0
force_india,2010,14,monza,True,False,False,False,False,liuzzi,Italian,19,12,13,0,14,12,0,14,58,0,6,3.812,30,,0
force_india,2010,14,monza,True,False,False,False,False,sutil,German,11,16,45,0,9,35,0,10,58,0,6,1.237,27,0.0,0
hrt,2010,14,monza,True,False,False,False,False,bruno_senna,Brazilian,22,22,0,0,23,0,0,23,0,0,11,4.885,26,0.0,0
hrt,2010,14,monza,True,False,False,False,False,yamamoto,Japanese,23,19,0,0,25,0,0,25,0,0,11,5.058,28,,0
lotus_racing,2010,14,monza,True,False,False,False,False,kovalainen,Finnish,18,18,0,0,19,0,0,19,0,0,10,3.78,28,,0
lotus_racing,2010,14,monza,True,False,False,False,False,trulli,Italian,17,21,0,0,22,0,0,22,0,0,10,3.5780000000000003,36,,0
mclaren,2010,14,monza,True,False,False,False,False,button,British,2,2,147,2,4,147,2,4,329,5,2,0.122,30,0.0,0
mclaren,2010,14,monza,True,False,False,False,False,hamilton,British,5,23,182,3,1,157,2,2,329,5,2,0.6609999999999999,25,0.0,0
mercedes,2010,14,monza,True,False,False,False,False,michael_schumacher,German,12,9,44,0,10,38,0,9,146,0,4,1.426,41,0.0,0
mercedes,2010,14,monza,True,False,False,False,False,rosberg,German,7,5,102,0,8,94,0,7,146,0,4,1.065,25,0.0,0
red_bull,2010,14,monza,True,False,False,False,False,vettel,German,6,4,151,2,3,151,2,3,330,6,1,0.713,23,0.0,0
red_bull,2010,14,monza,True,False,False,False,False,webber,Australian,4,6,179,4,2,161,4,1,330,6,1,0.47100000000000003,34,,0
renault,2010,14,monza,True,False,False,False,False,kubica,Polish,9,8,104,0,7,89,0,8,123,0,5,1.077,25,,0
renault,2010,14,monza,True,False,False,False,False,petrov,Russian,20,13,19,0,13,17,0,12,123,0,5,1.857,26,,0
sauber,2010,14,monza,True,False,False,False,False,kobayashi,Japanese,13,24,21,0,12,17,0,13,27,0,8,1.6969999999999998,23,,0
sauber,2010,14,monza,True,False,False,False,False,rosa,Spanish,16,14,6,0,17,6,0,17,27,0,8,2.082,39,0.0,0
toro_rosso,2010,14,monza,True,False,False,False,False,alguersuari,Spanish,15,15,3,0,18,3,0,18,10,0,9,1.9569999999999999,20,0.0,0
toro_rosso,2010,14,monza,True,False,False,False,False,buemi,Swiss,14,11,7,0,16,7,0,16,10,0,9,1.719,21,,0
virgin,2010,14,monza,True,False,False,False,False,glock,German,24,17,0,0,24,0,0,24,0,0,12,3.972,28,0.0,0
virgin,2010,14,monza,True,False,False,False,False,grassi,Brazilian,21,20,0,0,21,0,0,21,0,0,12,4.012,26,0.0,0
williams,2010,14,monza,True,False,False,False,False,barrichello,Brazilian,10,10,30,0,11,30,0,11,40,0,7,1.3659999999999999,38,0.0,0
williams,2010,14,monza,True,False,False,False,False,hulkenberg,German,8,7,10,0,15,10,0,15,40,0,7,1.075,23,0.0,0
ferrari,2010,15,marina_bay,False,False,False,False,False,alonso,Spanish,1,1,166,3,3,141,2,5,290,3,3,0.0,29,1.0,0
force_india,2010,15,marina_bay,False,False,False,False,False,liuzzi,Italian,16,24,13,0,15,13,0,14,58,0,6,3.571,30,,0
force_india,2010,15,marina_bay,False,False,False,False,False,sutil,German,15,9,45,0,10,45,0,9,58,0,6,3.509,27,0.0,0
hrt,2010,15,marina_bay,False,False,False,False,False,bruno_senna,Brazilian,23,22,0,0,23,0,0,23,0,0,11,8.783999999999999,26,,0
hrt,2010,15,marina_bay,False,False,False,False,False,klien,Austrian,22,20,0,0,0,0,0,0,0,0,11,7.556,27,,1
lotus_racing,2010,15,marina_bay,False,False,False,False,False,kovalainen,Finnish,19,16,0,0,19,0,0,19,0,0,10,5.525,28,,0
lotus_racing,2010,15,marina_bay,False,False,False,False,False,trulli,Italian,21,23,0,0,22,0,0,22,0,0,10,6.251,36,,0
mclaren,2010,15,marina_bay,False,False,False,False,False,button,British,4,4,165,2,4,147,2,4,347,5,2,0.5539999999999999,30,0.0,0
mclaren,2010,15,marina_bay,False,False,False,False,False,hamilton,British,3,19,182,3,2,182,3,1,347,5,2,0.18100000000000002,25,0.0,0
mercedes,2010,15,marina_bay,False,False,False,False,False,michael_schumacher,German,9,13,46,0,9,44,0,10,158,0,4,1.3119999999999998,41,0.0,0
mercedes,2010,15,marina_bay,False,False,False,False,False,rosberg,German,7,5,112,0,7,102,0,8,158,0,4,1.053,25,0.0,0
red_bull,2010,15,marina_bay,False,False,False,False,False,vettel,German,2,2,163,2,5,151,2,3,350,6,1,0.067,23,0.0,0
red_bull,2010,15,marina_bay,False,False,False,False,False,webber,Australian,5,3,187,4,1,179,4,2,350,6,1,0.5870000000000001,34,,0
renault,2010,15,marina_bay,False,False,False,False,False,kubica,Polish,8,7,108,0,8,104,0,7,127,0,5,1.203,25,,0
renault,2010,15,marina_bay,False,False,False,False,False,petrov,Russian,12,11,19,0,13,19,0,13,127,0,5,2.775,26,,0
sauber,2010,15,marina_bay,False,False,False,False,False,heidfeld,German,14,18,0,0,0,0,0,0,27,0,8,3.167,33,0.0,0
sauber,2010,15,marina_bay,False,False,False,False,False,kobayashi,Japanese,10,21,21,0,12,21,0,12,27,0,8,2.494,24,,0
toro_rosso,2010,15,marina_bay,False,False,False,False,False,alguersuari,Spanish,11,12,3,0,18,3,0,18,10,0,9,2.276,20,0.0,0
toro_rosso,2010,15,marina_bay,False,False,False,False,False,buemi,Swiss,13,14,7,0,16,7,0,16,10,0,9,3.112,21,,0
virgin,2010,15,marina_bay,False,False,False,False,False,glock,German,18,17,0,0,24,0,0,24,0,0,12,5.331,28,0.0,0
virgin,2010,15,marina_bay,False,False,False,False,False,grassi,Brazilian,20,15,0,0,21,0,0,21,0,0,12,5.7170000000000005,26,,0
williams,2010,15,marina_bay,False,False,False,False,False,barrichello,Brazilian,6,6,31,0,11,30,0,11,47,0,7,0.846,38,,0
williams,2010,15,marina_bay,False,False,False,False,False,hulkenberg,German,17,10,16,0,14,10,0,15,47,0,7,2.2840000000000003,23,0.0,0
ferrari,2010,16,suzuka,True,False,False,True,False,alonso,Spanish,4,3,191,4,2,166,3,3,319,4,3,0.5670000000000001,29,0.0,0
ferrari,2010,16,suzuka,True,False,False,True,False,massa,Brazilian,12,21,128,0,6,124,0,6,319,4,3,1.536,29,0.0,0
force_india,2010,16,suzuka,True,False,False,True,False,liuzzi,Italian,17,23,13,0,15,13,0,15,60,0,6,2.369,30,0.0,0
force_india,2010,16,suzuka,True,False,False,True,False,sutil,German,15,18,47,0,9,45,0,10,60,0,6,1.874,27,0.0,0
hrt,2010,16,suzuka,True,False,False,True,False,bruno_senna,Brazilian,23,15,0,0,23,0,0,23,0,0,11,6.485,26,0.0,0
hrt,2010,16,suzuka,True,False,False,True,False,yamamoto,Japanese,24,16,0,0,25,0,0,25,0,0,11,6.58,28,,0
lotus_racing,2010,16,suzuka,True,False,False,True,False,kovalainen,Finnish,20,12,0,0,19,0,0,19,0,0,10,4.678999999999999,28,0.0,0
lotus_racing,2010,16,suzuka,True,False,False,True,False,trulli,Italian,19,13,0,0,22,0,0,22,0,0,10,4.561,36,0.0,0
mclaren,2010,16,suzuka,True,False,False,True,False,button,British,5,4,177,2,5,165,2,4,359,5,2,0.593,30,0.0,0
mclaren,2010,16,suzuka,True,False,False,True,False,hamilton,British,8,5,182,3,3,182,3,2,359,5,2,0.384,25,0.0,0
mercedes,2010,16,suzuka,True,False,False,True,False,michael_schumacher,German,10,6,46,0,10,46,0,9,168,0,4,1.061,41,0.0,0
mercedes,2010,16,suzuka,True,False,False,True,False,rosberg,German,6,17,122,0,7,112,0,7,168,0,4,0.7090000000000001,25,0.0,0
red_bull,2010,16,suzuka,True,False,False,True,False,vettel,German,1,1,181,2,4,163,2,5,383,6,1,0.0,23,0.090909091,0
red_bull,2010,16,suzuka,True,False,False,True,False,webber,Australian,2,2,202,4,1,187,4,1,383,6,1,0.068,34,,0
renault,2010,16,suzuka,True,False,False,True,False,kubica,Polish,3,19,114,0,8,108,0,8,133,0,5,0.446,25,,0
renault,2010,16,suzuka,True,False,False,True,False,petrov,Russian,13,22,19,0,13,19,0,13,133,0,5,1.6369999999999998,26,,0
sauber,2010,16,suzuka,True,False,False,True,False,heidfeld,German,11,8,0,0,26,0,0,0,27,0,8,1.402,33,0.0,0
sauber,2010,16,suzuka,True,False,False,True,False,kobayashi,Japanese,14,7,21,0,12,21,0,12,27,0,8,1.642,24,,0
toro_rosso,2010,16,suzuka,True,False,False,True,False,alguersuari,Spanish,16,11,3,0,18,3,0,18,10,0,9,2.286,20,0.0,0
toro_rosso,2010,16,suzuka,True,False,False,True,False,buemi,Swiss,18,10,7,0,16,7,0,16,10,0,9,2.783,21,,0
virgin,2010,16,suzuka,True,False,False,True,False,glock,German,22,14,0,0,24,0,0,24,0,0,12,5.547000000000001,28,0.0,0
virgin,2010,16,suzuka,True,False,False,True,False,grassi,Brazilian,21,24,0,0,21,0,0,21,0,0,12,5.48,26,0.0,0
williams,2010,16,suzuka,True,False,False,True,False,barrichello,Brazilian,7,9,39,0,11,31,0,11,56,0,7,0.75,38,0.0,0
williams,2010,16,suzuka,True,False,False,True,False,hulkenberg,German,9,20,17,0,14,16,0,14,56,0,7,0.774,23,0.0,0
ferrari,2010,17,yeongam,False,False,False,False,False,alonso,Spanish,3,1,206,4,2,191,4,2,334,4,3,0.18100000000000002,29,1.0,0
ferrari,2010,17,yeongam,False,False,False,False,False,massa,Brazilian,6,3,128,0,6,128,0,6,334,4,3,0.986,29,,0
force_india,2010,17,yeongam,False,False,False,False,False,liuzzi,Italian,17,6,13,0,15,13,0,15,60,0,6,3.37,30,,0
force_india,2010,17,yeongam,False,False,False,False,False,sutil,German,14,16,47,0,10,47,0,9,60,0,6,2.198,27,0.0,0
hrt,2010,17,yeongam,False,False,False,False,False,bruno_senna,Brazilian,24,14,0,0,25,0,0,23,0,0,11,7.6979999999999995,27,,0
hrt,2010,17,yeongam,False,False,False,False,False,yamamoto,Japanese,23,15,0,0,26,0,0,25,0,0,11,6.859,28,,0
lotus_racing,2010,17,yeongam,False,False,False,False,False,kovalainen,Finnish,21,13,0,0,20,0,0,19,0,0,10,6.183,29,,0
lotus_racing,2010,17,yeongam,False,False,False,False,False,trulli,Italian,18,22,0,0,21,0,0,22,0,0,10,4.936,36,,0
mclaren,2010,17,yeongam,False,False,False,False,False,button,British,7,12,189,2,5,177,2,5,381,5,2,1.146,30,,0
mclaren,2010,17,yeongam,False,False,False,False,False,hamilton,British,4,2,192,3,4,182,3,3,381,5,2,0.47700000000000004,25,,0
mercedes,2010,17,yeongam,False,False,False,False,False,michael_schumacher,German,9,4,54,0,9,46,0,10,176,0,4,1.365,41,0.0,0
mercedes,2010,17,yeongam,False,False,False,False,False,rosberg,German,5,24,122,0,7,122,0,7,176,0,4,0.95,25,0.0,0
red_bull,2010,17,yeongam,False,False,False,False,False,vettel,German,1,17,206,3,3,181,2,4,426,7,1,0.0,23,0.0,0
red_bull,2010,17,yeongam,False,False,False,False,False,webber,Australian,2,23,220,4,1,202,4,1,426,7,1,0.07400000000000001,34,,0
renault,2010,17,yeongam,False,False,False,False,False,kubica,Polish,8,5,114,0,8,114,0,8,133,0,5,1.239,25,,0
renault,2010,17,yeongam,False,False,False,False,False,petrov,Russian,20,18,19,0,13,19,0,13,133,0,5,2.214,26,,0
sauber,2010,17,yeongam,False,False,False,False,False,heidfeld,German,13,9,4,0,18,0,0,26,37,0,8,2.13,33,0.0,0
sauber,2010,17,yeongam,False,False,False,False,False,kobayashi,Japanese,12,8,27,0,12,21,0,12,37,0,8,2.0580000000000003,24,,0
toro_rosso,2010,17,yeongam,False,False,False,False,False,alguersuari,Spanish,15,11,3,0,19,3,0,18,11,0,9,2.2680000000000002,20,0.0,0
toro_rosso,2010,17,yeongam,False,False,False,False,False,buemi,Swiss,16,20,8,0,16,7,0,16,11,0,9,3.009,21,,0
virgin,2010,17,yeongam,False,False,False,False,False,glock,German,19,19,0,0,24,0,0,24,0,0,12,5.162999999999999,28,0.0,0
virgin,2010,17,yeongam,False,False,False,False,False,grassi,Brazilian,22,21,0,0,23,0,0,21,0,0,12,6.74,26,,0
williams,2010,17,yeongam,False,False,False,False,False,barrichello,Brazilian,10,7,41,0,11,39,0,11,58,0,7,1.413,38,,0
williams,2010,17,yeongam,False,False,False,False,False,hulkenberg,German,11,10,17,0,14,17,0,14,58,0,7,2.035,23,0.0,0
ferrari,2010,18,interlagos,False,False,False,False,False,alonso,Spanish,5,3,231,5,1,206,4,2,374,5,3,1.5190000000000001,29,,0
ferrari,2010,18,interlagos,False,False,False,False,False,massa,Brazilian,9,15,143,0,6,128,0,6,374,5,3,2.6310000000000002,29,0.0,0
force_india,2010,18,interlagos,False,False,False,False,False,liuzzi,Italian,16,24,21,0,13,13,0,15,68,0,6,5.8870000000000005,30,0.0,0
force_india,2010,18,interlagos,False,False,False,False,False,sutil,German,22,12,47,0,11,47,0,10,68,0,6,6.36,27,0.0,0
hrt,2010,18,interlagos,False,False,False,False,False,bruno_senna,Brazilian,24,21,0,0,23,0,0,25,0,0,11,9.326,27,0.0,0
hrt,2010,18,interlagos,False,False,False,False,False,klien,Austrian,23,22,0,0,27,0,0,27,0,0,11,8.613,27,,0
lotus_racing,2010,18,interlagos,False,False,False,False,False,kovalainen,Finnish,20,18,0,0,20,0,0,20,0,0,10,7.9079999999999995,29,0.0,0
lotus_racing,2010,18,interlagos,False,False,False,False,False,trulli,Italian,18,19,0,0,21,0,0,21,0,0,10,7.78,36,0.0,0
mclaren,2010,18,interlagos,False,False,False,False,False,button,British,11,5,189,2,5,189,2,5,399,5,2,4.8180000000000005,30,0.0,0
mclaren,2010,18,interlagos,False,False,False,False,False,hamilton,British,4,4,210,3,3,192,3,4,399,5,2,1.2770000000000001,25,0.0,0
mercedes,2010,18,interlagos,False,False,False,False,False,michael_schumacher,German,8,7,66,0,9,54,0,9,188,0,4,2.455,41,0.0,0
mercedes,2010,18,interlagos,False,False,False,False,False,rosberg,German,13,6,122,0,8,122,0,7,188,0,4,5.016,25,0.0,0
red_bull,2010,18,interlagos,False,False,False,False,False,vettel,German,2,1,206,3,4,206,3,3,426,7,1,1.0490000000000002,23,0.111111111,0
red_bull,2010,18,interlagos,False,False,False,False,False,webber,Australian,3,2,220,4,2,220,4,1,426,7,1,1.167,34,0.0,0
renault,2010,18,interlagos,False,False,False,False,False,kubica,Polish,7,9,124,0,7,114,0,8,143,0,5,2.082,25,,0
renault,2010,18,interlagos,False,False,False,False,False,petrov,Russian,10,16,19,0,14,19,0,13,143,0,5,3.1860000000000004,26,,0
sauber,2010,18,interlagos,False,False,False,False,False,heidfeld,German,15,17,6,0,18,4,0,18,43,0,8,5.428999999999999,33,0.0,0
sauber,2010,18,interlagos,False,False,False,False,False,kobayashi,Japanese,12,10,31,0,12,27,0,12,43,0,8,4.915,24,,0
toro_rosso,2010,18,interlagos,False,False,False,False,False,alguersuari,Spanish,14,11,3,0,19,3,0,19,11,0,9,5.111000000000001,20,,0
toro_rosso,2010,18,interlagos,False,False,False,False,False,buemi,Swiss,19,13,8,0,16,8,0,16,11,0,9,5.377000000000001,22,,0
virgin,2010,18,interlagos,False,False,False,False,False,glock,German,17,20,0,0,25,0,0,24,0,0,12,7.66,28,0.0,0
virgin,2010,18,interlagos,False,False,False,False,False,grassi,Brazilian,21,23,0,0,24,0,0,23,0,0,12,8.34,26,0.0,0
williams,2010,18,interlagos,False,False,False,False,False,barrichello,Brazilian,6,14,47,0,10,41,0,11,65,0,7,1.733,38,0.0,0
williams,2010,18,interlagos,False,False,False,False,False,hulkenberg,German,1,8,18,0,15,17,0,14,65,0,7,0.0,23,0.0,0
ferrari,2010,19,yas_marina,False,False,False,False,False,alonso,Spanish,3,7,246,5,1,231,5,1,389,5,3,0.39799999999999996,29,,0
ferrari,2010,19,yas_marina,False,False,False,False,False,massa,Brazilian,6,10,143,0,6,143,0,6,389,5,3,0.8079999999999999,29,,0
force_india,2010,19,yas_marina,False,False,False,False,False,liuzzi,Italian,16,24,21,0,14,21,0,13,68,0,7,2.248,30,,0
force_india,2010,19,yas_marina,False,False,False,False,False,sutil,German,13,13,47,0,11,47,0,11,68,0,7,1.52,27,0.0,0
hrt,2010,19,yas_marina,False,False,False,False,False,bruno_senna,Brazilian,23,19,0,0,23,0,0,23,0,0,11,5.691,27,,0
hrt,2010,19,yas_marina,False,False,False,False,False,klien,Austrian,24,20,0,0,27,0,0,27,0,0,11,5.902,27,,0
lotus_racing,2010,19,yas_marina,False,False,False,False,False,kovalainen,Finnish,20,17,0,0,20,0,0,20,0,0,10,4.3180000000000005,29,0.0,0
lotus_racing,2010,19,yas_marina,False,False,False,False,False,trulli,Italian,19,21,0,0,21,0,0,21,0,0,10,4.122,36,,0
mclaren,2010,19,yas_marina,False,False,False,False,False,button,British,4,3,199,2,5,189,2,5,421,5,2,0.429,30,0.0,0
mclaren,2010,19,yas_marina,False,False,False,False,False,hamilton,British,2,2,222,3,4,210,3,3,421,5,2,0.031,25,0.0,0
mercedes,2010,19,yas_marina,False,False,False,False,False,michael_schumacher,German,8,23,72,0,9,66,0,9,202,0,4,1.122,41,0.0,0
mercedes,2010,19,yas_marina,False,False,False,False,False,rosberg,German,9,4,130,0,7,122,0,8,202,0,4,1.195,25,0.0,0
red_bull,2010,19,yas_marina,False,False,False,False,False,vettel,German,1,1,231,4,3,206,3,4,469,8,1,0.0,23,0.25,0
red_bull,2010,19,yas_marina,False,False,False,False,False,webber,Australian,5,8,238,4,2,220,4,2,469,8,1,0.531,34,,0
renault,2010,19,yas_marina,False,False,False,False,False,kubica,Polish,11,5,126,0,8,124,0,7,145,0,5,1.386,25,,0
renault,2010,19,yas_marina,False,False,False,False,False,petrov,Russian,10,6,19,0,15,19,0,14,145,0,5,1.507,26,,0
sauber,2010,19,yas_marina,False,False,False,False,False,heidfeld,German,14,11,6,0,18,6,0,18,44,0,8,1.719,33,0.0,0
sauber,2010,19,yas_marina,False,False,False,False,False,kobayashi,Japanese,12,14,32,0,12,31,0,12,44,0,8,1.389,24,,0
toro_rosso,2010,19,yas_marina,False,False,False,False,False,alguersuari,Spanish,17,9,3,0,19,3,0,19,11,0,9,2.344,20,,0
toro_rosso,2010,19,yas_marina,False,False,False,False,False,buemi,Swiss,18,15,8,0,16,8,0,16,11,0,9,2.43,22,,0
virgin,2010,19,yas_marina,False,False,False,False,False,glock,German,21,22,0,0,25,0,0,25,0,0,12,4.7010000000000005,28,0.0,0
virgin,2010,19,yas_marina,False,False,False,False,False,grassi,Brazilian,22,18,0,0,24,0,0,24,0,0,12,5.1160000000000005,26,,0
williams,2010,19,yas_marina,False,False,False,False,False,barrichello,Brazilian,7,12,47,0,10,47,0,10,69,0,6,0.809,38,,0
williams,2010,19,yas_marina,False,False,False,False,False,hulkenberg,German,15,16,22,0,13,18,0,15,69,0,6,2.024,23,0.0,0
ferrari,2011,1,albert_park,False,False,False,False,False,alonso,Spanish,5,4,0,0,0,0,0,0,0,0,0,1.445,29,0.0,0
ferrari,2011,1,albert_park,False,False,False,False,False,massa,Brazilian,8,7,0,0,0,0,0,0,0,0,0,2.07,29,,0
force_india,2011,1,albert_park,False,False,False,False,False,resta,British,14,10,0,0,0,0,0,0,0,0,0,3.21,24,0.0,1
force_india,2011,1,albert_park,False,False,False,False,False,sutil,German,16,9,0,0,0,0,0,0,0,0,0,7.877999999999999,28,0.0,0
lotus_racing,2011,1,albert_park,False,False,False,False,False,kovalainen,Finnish,19,18,0,0,0,0,0,0,0,0,0,5.725,29,0.0,0
lotus_racing,2011,1,albert_park,False,False,False,False,False,trulli,Italian,20,13,0,0,0,0,0,0,0,0,0,5.813,36,0.0,0
mclaren,2011,1,albert_park,False,False,False,False,False,button,British,4,6,0,0,0,0,0,0,0,0,0,1.25,31,0.0,0
mclaren,2011,1,albert_park,False,False,False,False,False,hamilton,British,2,2,0,0,0,0,0,0,0,0,0,0.778,26,0.0,0
mercedes,2011,1,albert_park,False,False,False,False,False,michael_schumacher,German,11,19,0,0,0,0,0,0,0,0,0,2.4419999999999997,42,0.0,0
mercedes,2011,1,albert_park,False,False,False,False,False,rosberg,German,7,17,0,0,0,0,0,0,0,0,0,1.892,25,0.0,0
red_bull,2011,1,albert_park,False,False,False,False,False,vettel,German,1,1,0,0,0,0,0,0,0,0,0,0.0,23,0.111111111,0
red_bull,2011,1,albert_park,False,False,False,False,False,webber,Australian,3,5,0,0,0,0,0,0,0,0,0,0.866,34,,0
renault,2011,1,albert_park,False,False,False,False,False,heidfeld,German,18,12,0,0,0,0,0,0,0,0,0,3.71,33,0.0,1
renault,2011,1,albert_park,False,False,False,False,False,petrov,Russian,6,3,0,0,0,0,0,0,0,0,0,1.7180000000000002,26,,0
toro_rosso,2011,1,albert_park,False,False,False,False,False,alguersuari,Spanish,12,11,0,0,0,0,0,0,0,0,0,2.574,21,0.0,0
toro_rosso,2011,1,albert_park,False,False,False,False,False,buemi,Swiss,10,8,0,0,0,0,0,0,0,0,0,3.537,22,,0
virgin,2011,1,albert_park,False,False,False,False,False,ambrosio,Belgian,22,14,0,0,0,0,0,0,0,0,0,7.292999999999999,25,,1
virgin,2011,1,albert_park,False,False,False,False,False,glock,German,21,15,0,0,0,0,0,0,0,0,0,6.329,29,0.0,0
williams,2011,1,albert_park,False,False,False,False,False,maldonado,Venezuelan,15,20,0,0,0,0,0,0,0,0,0,3.239,26,,1
ferrari,2011,2,sepang,False,False,True,False,False,alonso,Spanish,5,6,12,0,4,0,0,0,18,0,3,0.932,29,0.0,0
ferrari,2011,2,sepang,False,False,True,False,False,massa,Brazilian,7,5,6,0,7,0,0,0,18,0,3,1.381,29,,0
force_india,2011,2,sepang,False,False,True,False,False,resta,British,14,10,1,0,10,0,0,0,3,0,6,2.5,24,0.0,0
force_india,2011,2,sepang,False,False,True,False,False,sutil,German,17,11,2,0,9,0,0,0,3,0,6,2.7230000000000003,28,0.0,0
