constructor,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_drivers
forti,1995,15,okayama,False,False,True,False,False,diniz,Brazilian,21,17,0,0,25,0,0,24,0,0,12,5.566,25,,0
jordan,1995,15,okayama,False,False,True,False,False,barrichello,Brazilian,11,18,11,0,9,8,0,10,18,0,5,1.761,23,,0
jordan,1995,15,okayama,False,False,True,False,False,irvine,British,6,11,7,0,13,6,0,13,18,0,5,1.341,29,,0
ligier,1995,15,okayama,False,False,True,False,False,panis,French,9,8,8,0,11,8,0,11,16,0,7,1.608,29,,0
ligier,1995,15,okayama,False,False,True,False,False,suzuki,Japanese,13,22,1,0,16,1,0,16,16,0,7,2.506,35,,0
mclaren,1995,15,okayama,False,False,True,False,False,blundell,British,10,9,10,0,10,10,0,9,21,0,4,1.639,29,,0
mclaren,1995,15,okayama,False,False,True,False,False,magnussen,Danish,12,10,0,0,0,0,0,0,21,0,4,2.326,22,,1
minardi,1995,15,okayama,False,False,True,False,False,badoer,Italian,16,15,0,0,21,0,0,21,0,0,10,2.8739999999999997,24,,0
minardi,1995,15,okayama,False,False,True,False,False,lamy,Portuguese,14,13,0,0,24,0,0,25,0,0,10,2.583,23,,0
pacific,1995,15,okayama,False,False,True,False,False,gachot,Belgian,24,24,0,0,28,0,0,28,0,0,11,7.392,32,,0
pacific,1995,15,okayama,False,False,True,False,False,montermini,Italian,23,21,0,0,23,0,0,23,0,0,11,6.08,31,,0
sauber,1995,15,okayama,False,False,True,False,False,boullion,French,15,23,3,0,14,3,0,14,18,0,6,2.633,25,,0
sauber,1995,15,okayama,False,False,True,False,False,frentzen,German,8,7,15,0,7,15,0,7,18,0,6,1.548,28,0.0,0
tyrrell,1995,15,okayama,False,False,True,False,False,katayama,Japanese,17,14,0,0,19,0,0,19,2,0,8,3.0010000000000003,32,,0
tyrrell,1995,15,okayama,False,False,True,False,False,salo,Finnish,18,12,2,0,15,2,0,15,2,0,8,3.2,28,,0
williams,1995,15,okayama,False,False,True,False,False,coulthard,British,1,2,43,1,3,39,1,3,98,4,2,0.0,24,,0
williams,1995,15,okayama,False,False,True,False,False,damon_hill,British,2,3,55,3,2,55,3,2,98,4,2,0.2,35,,0
benetton,1995,16,suzuka,False,False,False,False,False,herbert,British,9,3,41,2,5,40,2,4,133,10,1,2.326,31,0.0,0
benetton,1995,16,suzuka,False,False,False,False,False,michael_schumacher,German,1,1,92,8,1,82,7,1,133,10,1,0.0,26,0.090909091,0
ferrari,1995,16,suzuka,False,False,False,False,False,alesi,French,2,16,42,1,4,40,1,5,73,1,3,0.865,31,,0
ferrari,1995,16,suzuka,False,False,False,False,False,berger,Austrian,5,18,31,0,6,28,0,6,73,1,3,1.0170000000000001,36,0.0,0
footwork,1995,16,suzuka,False,False,False,False,False,inoue,Japanese,18,12,0,0,22,0,0,22,1,0,9,6.051,32,,0
footwork,1995,16,suzuka,False,False,False,False,False,morbidelli,Italian,14,23,1,0,17,1,0,17,1,0,9,4.0360000000000005,27,0.0,0
forti,1995,16,suzuka,False,False,False,False,False,diniz,Brazilian,20,15,0,0,25,0,0,25,0,0,12,8.631,25,0.0,0
jordan,1995,16,suzuka,False,False,False,False,False,barrichello,Brazilian,10,19,11,0,9,11,0,9,18,0,5,2.358,23,0.0,0
jordan,1995,16,suzuka,False,False,False,False,False,irvine,British,7,4,7,0,13,7,0,13,18,0,5,1.598,29,0.0,0
ligier,1995,16,suzuka,False,False,False,False,False,panis,French,11,5,8,0,11,8,0,11,16,0,7,2.815,29,,0
mclaren,1995,16,suzuka,False,False,False,False,False,blundell,British,23,7,10,0,10,10,0,10,21,0,4,904.617,29,0.0,0
mclaren,1995,16,suzuka,False,False,False,False,False,hakkinen,Finnish,3,2,11,0,8,11,0,8,21,0,4,0.9309999999999999,27,0.0,0
minardi,1995,16,suzuka,False,False,False,False,False,badoer,Italian,17,9,0,0,21,0,0,21,0,0,10,5.519,24,0.0,0
minardi,1995,16,suzuka,False,False,False,False,False,lamy,Portuguese,16,11,0,0,24,0,0,24,0,0,10,5.079,23,,0
pacific,1995,16,suzuka,False,False,False,False,False,gachot,Belgian,22,21,0,0,29,0,0,28,0,0,11,10.265999999999998,32,,0
pacific,1995,16,suzuka,False,False,False,False,False,montermini,Italian,19,17,0,0,23,0,0,23,0,0,11,8.074,31,0.0,0
sauber,1995,16,suzuka,False,False,False,False,False,frentzen,German,8,8,15,0,7,15,0,7,18,0,6,1.9869999999999999,28,0.0,0
sauber,1995,16,suzuka,False,False,False,False,False,wendlinger,Austrian,15,10,0,0,0,0,0,0,18,0,6,4.888999999999999,26,0.0,0
tyrrell,1995,16,suzuka,False,False,False,False,False,katayama,Japanese,13,20,0,0,19,0,0,19,2,0,8,3.9539999999999997,32,,0
tyrrell,1995,16,suzuka,False,False,False,False,False,salo,Finnish,12,6,2,0,15,2,0,15,2,0,8,3.332,28,0.0,0
williams,1995,16,suzuka,False,False,False,False,False,coulthard,British,6,14,49,1,3,43,1,3,108,4,2,1.1320000000000001,24,0.0,0
williams,1995,16,suzuka,False,False,False,False,False,damon_hill,British,4,13,59,3,2,55,3,2,108,4,2,1.0090000000000001,35,0.0,0
benetton,1995,17,adelaide,False,False,False,False,False,herbert,British,8,10,45,2,4,41,2,5,147,11,1,1.445,31,0.0,0
benetton,1995,17,adelaide,False,False,False,False,False,michael_schumacher,German,3,15,102,9,1,92,8,1,147,11,1,0.33399999999999996,26,,0
ferrari,1995,17,adelaide,False,False,False,False,False,alesi,French,5,16,42,1,5,42,1,4,73,1,3,0.8,31,0.0,0
ferrari,1995,17,adelaide,False,False,False,False,False,berger,Austrian,4,13,31,0,6,31,0,6,73,1,3,0.42700000000000005,36,0.0,0
footwork,1995,17,adelaide,False,False,False,False,False,inoue,Japanese,19,20,0,0,22,0,0,22,1,0,9,4.172,32,,0
footwork,1995,17,adelaide,False,False,False,False,False,morbidelli,Italian,13,3,1,0,17,1,0,17,1,0,9,2.886,27,,0
forti,1995,17,adelaide,False,False,False,False,False,diniz,Brazilian,21,7,0,0,25,0,0,25,0,0,12,5.372999999999999,25,0.0,0
jordan,1995,17,adelaide,False,False,False,False,False,barrichello,Brazilian,7,18,11,0,9,11,0,9,21,0,5,1.22,23,0.0,0
jordan,1995,17,adelaide,False,False,False,False,False,irvine,British,9,11,10,0,10,7,0,13,21,0,5,1.611,30,0.0,0
ligier,1995,17,adelaide,False,False,False,False,False,brundle,British,11,14,7,0,13,7,0,12,18,0,6,2.119,36,0.0,0
ligier,1995,17,adelaide,False,False,False,False,False,panis,French,12,2,10,0,11,8,0,11,18,0,6,2.528,29,0.0,0
mclaren,1995,17,adelaide,False,False,False,False,False,blundell,British,10,4,10,0,12,10,0,10,27,0,4,1.8430000000000002,29,0.0,0
minardi,1995,17,adelaide,False,False,False,False,False,badoer,Italian,15,23,0,0,21,0,0,21,0,0,10,3.305,24,,0
minardi,1995,17,adelaide,False,False,False,False,False,lamy,Portuguese,17,6,0,0,24,0,0,24,0,0,10,3.37,23,,0
pacific,1995,17,adelaide,False,False,False,False,False,gachot,Belgian,23,8,0,0,30,0,0,29,0,0,11,6.492999999999999,32,0.0,0
pacific,1995,17,adelaide,False,False,False,False,False,montermini,Italian,22,22,0,0,23,0,0,23,0,0,11,6.154,31,,0
sauber,1995,17,adelaide,False,False,False,False,False,frentzen,German,6,12,15,0,8,15,0,7,18,0,7,1.1420000000000001,28,,0
sauber,1995,17,adelaide,False,False,False,False,False,wendlinger,Austrian,18,21,0,0,27,0,0,0,18,0,7,4.056,26,0.0,0
tyrrell,1995,17,adelaide,False,False,False,False,False,katayama,Japanese,16,9,0,0,19,0,0,19,3,0,8,3.323,32,,0
tyrrell,1995,17,adelaide,False,False,False,False,False,salo,Finnish,14,5,3,0,14,2,0,15,3,0,8,3.0989999999999998,28,0.0,0
williams,1995,17,adelaide,False,False,False,False,False,coulthard,British,2,19,49,1,3,49,1,3,108,4,2,0.12300000000000001,24,0.0,0
williams,1995,17,adelaide,False,False,False,False,False,damon_hill,British,1,1,59,3,2,59,3,2,108,4,2,0.0,35,0.5,0
benetton,1996,1,albert_park,False,False,True,False,False,berger,Austrian,7,4,0,0,0,0,0,0,0,0,0,1.973,36,,0
ferrari,1996,1,albert_park,False,False,True,False,False,irvine,British,3,3,0,0,0,0,0,0,0,0,0,0.518,30,0.0,1
footwork,1996,1,albert_park,False,False,True,False,False,rosset,Brazilian,18,9,0,0,0,0,0,0,0,0,0,3.827,27,,1
ligier,1996,1,albert_park,False,False,True,False,False,diniz,Brazilian,20,10,0,0,0,0,0,0,0,0,0,3.927,25,,1
ligier,1996,1,albert_park,False,False,True,False,False,panis,French,11,7,0,0,0,0,0,0,0,0,0,2.9589999999999996,29,,0
mclaren,1996,1,albert_park,False,False,True,False,False,hakkinen,Finnish,5,5,0,0,0,0,0,0,0,0,0,1.683,27,0.0,0
sauber,1996,1,albert_park,False,False,True,False,False,frentzen,German,9,8,0,0,0,0,0,0,0,0,0,2.123,28,0.0,0
tyrrell,1996,1,albert_park,False,False,True,False,False,katayama,Japanese,15,11,0,0,0,0,0,0,0,0,0,3.344,32,,0
tyrrell,1996,1,albert_park,False,False,True,False,False,salo,Finnish,10,6,0,0,0,0,0,0,0,0,0,2.461,29,0.0,0
williams,1996,1,albert_park,False,False,True,False,False,damon_hill,British,2,1,0,0,0,0,0,0,0,0,0,0.138,35,0.111111111,0
williams,1996,1,albert_park,False,False,True,False,False,villeneuve,Canadian,1,2,0,0,0,0,0,0,0,0,0,0.0,24,,1
benetton,1996,2,interlagos,False,False,False,False,False,alesi,French,5,2,0,0,0,0,0,0,3,0,3,1.3730000000000002,31,0.0,1
benetton,1996,2,interlagos,False,False,False,False,False,berger,Austrian,8,18,3,0,4,0,0,0,3,0,3,1.651,36,,0
ferrari,1996,2,interlagos,False,False,False,False,False,irvine,British,10,7,4,0,3,0,0,0,4,0,2,1.84,30,0.0,0
ferrari,1996,2,interlagos,False,False,False,False,False,michael_schumacher,German,4,3,0,0,0,0,0,0,4,0,2,1.3630000000000002,27,0.0,1
footwork,1996,2,interlagos,False,False,False,False,False,rosset,Brazilian,17,20,0,0,9,0,0,0,0,0,8,2.329,27,0.0,0
forti,1996,2,interlagos,False,False,False,False,False,badoer,Italian,19,11,0,0,0,0,0,0,0,0,0,5.063,25,0.0,1
jordan,1996,2,interlagos,False,False,False,False,False,brundle,British,6,12,0,0,0,0,0,0,0,0,0,1.4080000000000001,36,0.0,1
ligier,1996,2,interlagos,False,False,False,False,False,panis,French,15,6,0,0,7,0,0,0,0,0,6,2.315,29,0.0,0
mclaren,1996,2,interlagos,False,False,False,False,False,hakkinen,Finnish,7,4,2,0,5,0,0,0,2,0,4,1.496,27,0.0,0
minardi,1996,2,interlagos,False,False,False,False,False,lamy,Portuguese,18,10,0,0,0,0,0,0,0,0,0,3.38,24,,0
sauber,1996,2,interlagos,False,False,False,False,False,frentzen,German,9,14,0,0,8,0,0,0,0,0,7,1.6880000000000002,28,0.0,0
tyrrell,1996,2,interlagos,False,False,False,False,False,katayama,Japanese,16,9,0,0,11,0,0,0,1,0,5,2.316,32,,0
tyrrell,1996,2,interlagos,False,False,False,False,False,salo,Finnish,11,5,1,0,6,0,0,0,1,0,5,1.889,29,0.0,0
williams,1996,2,interlagos,False,False,False,False,False,damon_hill,British,1,1,10,1,1,0,0,0,16,1,1,0.0,35,0.166666667,0
williams,1996,2,interlagos,False,False,False,False,False,villeneuve,Canadian,3,17,6,0,2,0,0,0,16,1,1,1.143,24,0.0,0
benetton,1996,3,galvez,False,False,True,False,False,alesi,French,4,3,6,0,2,0,0,0,9,0,2,0.6920000000000001,31,,0
benetton,1996,3,galvez,False,False,True,False,False,berger,Austrian,5,11,3,0,7,3,0,4,9,0,2,0.9159999999999999,36,,0
ferrari,1996,3,galvez,False,False,True,False,False,irvine,British,10,5,4,0,5,4,0,3,8,0,3,1.712,30,0.0,0
ferrari,1996,3,galvez,False,False,True,False,False,michael_schumacher,German,2,12,4,0,6,0,0,0,8,0,3,0.252,27,0.0,0
footwork,1996,3,galvez,False,False,True,False,False,rosset,Brazilian,20,20,0,0,13,0,0,9,0,0,8,3.406,27,,0
footwork,1996,3,galvez,False,False,True,False,False,verstappen,Dutch,7,6,0,0,0,0,0,0,0,0,8,1.2690000000000001,24,,1
forti,1996,3,galvez,False,False,True,False,False,badoer,Italian,21,21,0,0,15,0,0,0,0,0,10,4.484,25,,0
forti,1996,3,galvez,False,False,True,False,False,montermini,Italian,22,10,0,0,0,0,0,0,0,0,10,5.305,31,,1
jordan,1996,3,galvez,False,False,True,False,False,barrichello,Brazilian,6,4,0,0,0,0,0,0,0,0,11,1.058,23,,0
jordan,1996,3,galvez,False,False,True,False,False,brundle,British,15,15,0,0,16,0,0,0,0,0,11,2.35,36,0.0,0
ligier,1996,3,galvez,False,False,True,False,False,diniz,Brazilian,18,18,0,0,10,0,0,10,1,0,6,3.0780000000000003,25,,0
ligier,1996,3,galvez,False,False,True,False,False,panis,French,12,8,1,0,9,0,0,7,1,0,6,1.831,29,,0
mclaren,1996,3,galvez,False,False,True,False,False,coulthard,British,9,7,0,0,0,0,0,0,5,0,4,1.655,25,0.0,1
mclaren,1996,3,galvez,False,False,True,False,False,hakkinen,Finnish,8,22,5,0,4,2,0,5,5,0,4,1.455,27,,0
minardi,1996,3,galvez,False,False,True,False,False,lamy,Portuguese,19,13,0,0,14,0,0,0,0,0,9,3.3810000000000002,24,,0
sauber,1996,3,galvez,False,False,True,False,False,frentzen,German,11,17,0,0,11,0,0,8,0,0,7,1.784,28,0.0,0
sauber,1996,3,galvez,False,False,True,False,False,herbert,British,17,9,0,0,0,0,0,0,0,0,7,2.91,31,0.0,1
tyrrell,1996,3,galvez,False,False,True,False,False,katayama,Japanese,13,19,0,0,12,0,0,11,3,0,5,2.061,32,,0
tyrrell,1996,3,galvez,False,False,True,False,False,salo,Finnish,16,14,3,0,8,1,0,6,3,0,5,2.557,29,,0
williams,1996,3,galvez,False,False,True,False,False,damon_hill,British,1,1,20,2,1,10,1,1,26,2,1,0.0,35,0.5,0
williams,1996,3,galvez,False,False,True,False,False,villeneuve,Canadian,3,2,6,0,3,6,0,2,26,2,1,0.561,24,0.0,0
benetton,1996,4,nurburgring,False,False,True,False,False,alesi,French,4,20,10,0,3,6,0,2,13,0,2,1.77,31,0.0,0
benetton,1996,4,nurburgring,False,False,True,False,False,berger,Austrian,8,9,3,0,8,3,0,7,13,0,2,2.113,36,,0
ferrari,1996,4,nurburgring,False,False,True,False,False,irvine,British,7,19,6,0,4,4,0,5,10,0,3,1.99,30,0.0,0
ferrari,1996,4,nurburgring,False,False,True,False,False,michael_schumacher,German,3,2,4,0,6,4,0,6,10,0,3,1.208,27,0.0,0
footwork,1996,4,nurburgring,False,False,True,False,False,rosset,Brazilian,20,11,0,0,17,0,0,13,1,0,8,4.678999999999999,27,0.0,0
footwork,1996,4,nurburgring,False,False,True,False,False,verstappen,Dutch,13,17,1,0,11,0,0,0,1,0,8,2.426,24,,0
jordan,1996,4,nurburgring,False,False,True,False,False,barrichello,Brazilian,5,5,3,0,7,0,0,0,3,0,5,1.8769999999999998,23,0.0,0
jordan,1996,4,nurburgring,False,False,True,False,False,brundle,British,11,6,0,0,21,0,0,16,3,0,5,2.2359999999999998,36,0.0,0
ligier,1996,4,nurburgring,False,False,True,False,False,diniz,Brazilian,17,10,0,0,13,0,0,10,1,0,7,3.792,25,0.0,0
ligier,1996,4,nurburgring,False,False,True,False,False,panis,French,15,18,1,0,10,1,0,9,1,0,7,2.568,29,0.0,0
mclaren,1996,4,nurburgring,False,False,True,False,False,coulthard,British,6,3,0,0,12,0,0,0,5,0,4,1.9469999999999998,25,0.0,0
mclaren,1996,4,nurburgring,False,False,True,False,False,hakkinen,Finnish,9,8,5,0,5,5,0,4,5,0,4,2.137,27,0.0,0
minardi,1996,4,nurburgring,False,False,True,False,False,fisichella,Italian,18,13,0,0,0,0,0,0,0,0,11,3.98,23,0.0,1
minardi,1996,4,nurburgring,False,False,True,False,False,lamy,Portuguese,19,12,0,0,18,0,0,14,0,0,11,4.198,24,,0
sauber,1996,4,nurburgring,False,False,True,False,False,frentzen,German,10,16,0,0,14,0,0,11,0,0,9,2.1719999999999997,28,0.0,0
sauber,1996,4,nurburgring,False,False,True,False,False,herbert,British,12,7,0,0,16,0,0,0,0,0,9,2.269,31,0.0,0
tyrrell,1996,4,nurburgring,False,False,True,False,False,katayama,Japanese,16,15,0,0,15,0,0,12,3,0,6,2.8710000000000004,32,,0
tyrrell,1996,4,nurburgring,False,False,True,False,False,salo,Finnish,14,14,3,0,9,3,0,8,3,0,6,2.517,29,0.0,0
williams,1996,4,nurburgring,False,False,True,False,False,damon_hill,British,1,4,30,3,1,20,2,1,42,3,1,0.0,35,0.0,0
williams,1996,4,nurburgring,False,False,True,False,False,villeneuve,Canadian,2,1,12,0,2,6,0,3,42,3,1,0.78,25,0.5,0
benetton,1996,5,imola,True,False,False,False,False,alesi,French,5,6,10,0,3,10,0,3,13,0,3,1.119,31,0.0,0
benetton,1996,5,imola,True,False,False,False,False,berger,Austrian,7,3,3,0,9,3,0,8,13,0,3,1.446,36,,0
ferrari,1996,5,imola,True,False,False,False,False,irvine,British,6,4,6,0,5,6,0,4,16,0,2,1.315,30,0.0,0
ferrari,1996,5,imola,True,False,False,False,False,michael_schumacher,German,1,2,10,0,4,4,0,6,16,0,2,0.0,27,0.0,0
footwork,1996,5,imola,True,False,False,False,False,rosset,Brazilian,20,15,0,0,18,0,0,17,1,0,8,4.426,27,0.0,0
footwork,1996,5,imola,True,False,False,False,False,verstappen,Dutch,14,16,1,0,13,1,0,11,1,0,8,2.6489999999999996,24,,0
forti,1996,5,imola,True,False,False,False,False,badoer,Italian,21,10,0,0,21,0,0,20,0,0,10,5.147,25,0.0,0
jordan,1996,5,imola,True,False,False,False,False,barrichello,Brazilian,9,5,5,0,7,3,0,7,6,0,5,1.742,23,0.0,0
jordan,1996,5,imola,True,False,False,False,False,brundle,British,12,17,1,0,12,0,0,21,6,0,5,2.209,36,0.0,0
ligier,1996,5,imola,True,False,False,False,False,diniz,Brazilian,17,7,0,0,15,0,0,13,1,0,7,3.0989999999999998,25,0.0,0
ligier,1996,5,imola,True,False,False,False,False,panis,French,13,12,1,0,11,1,0,10,1,0,7,2.582,29,0.0,0
mclaren,1996,5,imola,True,False,False,False,False,coulthard,British,4,14,4,0,8,0,0,12,9,0,4,0.7979999999999999,25,0.0,0
mclaren,1996,5,imola,True,False,False,False,False,hakkinen,Finnish,11,8,5,0,6,5,0,5,9,0,4,2.189,27,,0
minardi,1996,5,imola,True,False,False,False,False,fisichella,Italian,19,19,0,0,22,0,0,0,0,0,11,3.924,23,0.0,0
minardi,1996,5,imola,True,False,False,False,False,lamy,Portuguese,18,9,0,0,19,0,0,18,0,0,11,3.5810000000000004,24,,0
sauber,1996,5,imola,True,False,False,False,False,frentzen,German,10,18,0,0,16,0,0,14,0,0,9,1.895,28,0.0,0
sauber,1996,5,imola,True,False,False,False,False,herbert,British,15,20,0,0,14,0,0,16,0,0,9,2.6510000000000002,31,0.0,0
tyrrell,1996,5,imola,True,False,False,False,False,katayama,Japanese,16,13,0,0,17,0,0,15,3,0,6,3.002,32,,0
tyrrell,1996,5,imola,True,False,False,False,False,salo,Finnish,8,21,3,0,10,3,0,9,3,0,6,1.5330000000000001,29,,0
williams,1996,5,imola,True,False,False,False,False,damon_hill,British,2,1,33,3,1,30,3,1,55,4,1,0.215,35,0.2,0
williams,1996,5,imola,True,False,False,False,False,villeneuve,Canadian,3,11,22,1,2,12,0,2,55,4,1,0.33,25,,0
benetton,1996,6,monaco,False,False,False,True,False,alesi,French,3,9,11,0,4,10,0,3,18,0,3,0.562,31,0.0,0
benetton,1996,6,monaco,False,False,False,True,False,berger,Austrian,4,13,7,0,6,3,0,9,18,0,3,0.711,36,,0
ferrari,1996,6,monaco,False,False,False,True,False,irvine,British,7,7,9,0,5,6,0,5,25,0,2,1.186,30,0.0,0
ferrari,1996,6,monaco,False,False,False,True,False,michael_schumacher,German,1,17,16,0,3,10,0,4,25,0,2,0.0,27,0.0,0
footwork,1996,6,monaco,False,False,False,True,False,rosset,Brazilian,20,15,0,0,19,0,0,18,1,0,8,4.62,27,0.0,0
footwork,1996,6,monaco,False,False,False,True,False,verstappen,Dutch,12,21,1,0,13,1,0,13,1,0,8,1.9709999999999999,24,,0
forti,1996,6,monaco,False,False,False,True,False,badoer,Italian,21,10,0,0,20,0,0,21,0,0,11,4.703,25,0.0,0
forti,1996,6,monaco,False,False,False,True,False,montermini,Italian,22,22,0,0,21,0,0,20,0,0,11,5.037,31,0.0,0
jordan,1996,6,monaco,False,False,False,True,False,barrichello,Brazilian,6,18,7,0,7,5,0,7,8,0,5,1.148,23,0.0,0
jordan,1996,6,monaco,False,False,False,True,False,brundle,British,16,12,1,0,12,1,0,12,8,0,5,2.1630000000000003,36,0.0,0
ligier,1996,6,monaco,False,False,False,True,False,diniz,Brazilian,17,14,0,0,14,0,0,15,1,0,7,2.326,25,0.0,0
ligier,1996,6,monaco,False,False,False,True,False,panis,French,14,1,1,0,11,1,0,11,1,0,7,2.002,29,0.2,0
mclaren,1996,6,monaco,False,False,False,True,False,coulthard,British,5,2,4,0,9,4,0,8,9,0,4,1.104,25,0.0,0
mclaren,1996,6,monaco,False,False,False,True,False,hakkinen,Finnish,8,6,5,0,8,5,0,6,9,0,4,1.3319999999999999,27,0.0,0
minardi,1996,6,monaco,False,False,False,True,False,fisichella,Italian,18,20,0,0,22,0,0,22,0,0,10,2.3280000000000003,23,0.0,0
minardi,1996,6,monaco,False,False,False,True,False,lamy,Portuguese,19,19,0,0,17,0,0,19,0,0,10,2.9939999999999998,24,,0
sauber,1996,6,monaco,False,False,False,True,False,frentzen,German,9,4,0,0,16,0,0,16,0,0,9,1.5730000000000002,29,0.0,0
sauber,1996,6,monaco,False,False,False,True,False,herbert,British,13,3,0,0,15,0,0,14,0,0,9,1.99,31,0.0,0
tyrrell,1996,6,monaco,False,False,False,True,False,katayama,Japanese,15,16,0,0,18,0,0,17,3,0,6,2.104,32,,0
tyrrell,1996,6,monaco,False,False,False,True,False,salo,Finnish,11,5,3,0,10,3,0,10,3,0,6,1.879,29,0.0,0
williams,1996,6,monaco,False,False,False,True,False,damon_hill,British,2,11,43,4,1,33,3,1,65,5,1,0.51,35,0.0,0
williams,1996,6,monaco,False,False,False,True,False,villeneuve,Canadian,10,8,22,1,2,22,1,2,65,5,1,1.607,25,,0
benetton,1996,7,catalunya,False,False,False,True,False,alesi,French,4,2,11,0,5,11,0,4,18,0,3,1.411,31,0.0,0
benetton,1996,7,catalunya,False,False,False,True,False,berger,Austrian,5,9,7,0,8,7,0,6,18,0,3,1.475,36,,0
ferrari,1996,7,catalunya,False,False,False,True,False,irvine,British,6,15,9,0,7,9,0,5,25,0,2,1.683,30,0.0,0
ferrari,1996,7,catalunya,False,False,False,True,False,michael_schumacher,German,3,1,16,0,3,16,0,3,25,0,2,0.937,27,0.125,0
footwork,1996,7,catalunya,False,False,False,True,False,rosset,Brazilian,20,19,0,0,19,0,0,19,1,0,9,4.971,27,0.0,0
footwork,1996,7,catalunya,False,False,False,True,False,verstappen,Dutch,13,7,1,0,15,1,0,13,1,0,9,2.721,24,0.0,0
jordan,1996,7,catalunya,False,False,False,True,False,barrichello,Brazilian,7,8,7,0,9,7,0,7,8,0,6,1.729,24,0.0,0
jordan,1996,7,catalunya,False,False,False,True,False,brundle,British,15,11,1,0,14,1,0,12,8,0,6,2.7880000000000003,37,0.0,0
ligier,1996,7,catalunya,False,False,False,True,False,diniz,Brazilian,17,6,0,0,16,0,0,14,11,1,5,3.818,26,0.0,0
ligier,1996,7,catalunya,False,False,False,True,False,panis,French,8,16,11,1,4,1,0,11,11,1,5,2.035,29,0.0,0
mclaren,1996,7,catalunya,False,False,False,True,False,coulthard,British,14,18,10,0,6,4,0,9,16,0,4,2.766,25,0.0,0
mclaren,1996,7,catalunya,False,False,False,True,False,hakkinen,Finnish,10,5,6,0,10,5,0,8,16,0,4,2.42,27,0.0,0
minardi,1996,7,catalunya,False,False,False,True,False,fisichella,Italian,19,17,0,0,22,0,0,22,0,0,10,4.881,23,,0
minardi,1996,7,catalunya,False,False,False,True,False,lamy,Portuguese,18,20,0,0,17,0,0,17,0,0,10,4.624,24,,0
sauber,1996,7,catalunya,False,False,False,True,False,frentzen,German,11,4,3,0,13,0,0,16,7,0,7,2.545,29,0.0,0
sauber,1996,7,catalunya,False,False,False,True,False,herbert,British,9,10,4,0,12,0,0,15,7,0,7,2.377,31,0.0,0
tyrrell,1996,7,catalunya,False,False,False,True,False,katayama,Japanese,16,14,0,0,18,0,0,18,5,0,8,3.7510000000000003,33,,0
tyrrell,1996,7,catalunya,False,False,False,True,False,salo,Finnish,12,12,5,0,11,3,0,10,5,0,8,2.574,29,0.0,0
williams,1996,7,catalunya,False,False,False,True,False,damon_hill,British,1,13,43,4,1,43,4,1,65,5,1,0.0,35,0.0,0
williams,1996,7,catalunya,False,False,False,True,False,villeneuve,Canadian,2,3,22,1,2,22,1,2,65,5,1,0.434,25,0.0,0
benetton,1996,8,villeneuve,True,False,False,False,False,alesi,French,4,3,17,0,4,11,0,5,24,0,3,0.47,32,0.0,0
benetton,1996,8,villeneuve,True,False,False,False,False,berger,Austrian,7,11,7,0,9,7,0,8,24,0,3,0.867,36,0.0,0
ferrari,1996,8,villeneuve,True,False,False,False,False,irvine,British,5,22,9,0,7,9,0,7,35,1,2,0.598,30,0.0,0
ferrari,1996,8,villeneuve,True,False,False,False,False,michael_schumacher,German,3,12,26,1,3,16,0,3,35,1,2,0.139,27,0.0,0
footwork,1996,8,villeneuve,True,False,False,False,False,rosset,Brazilian,21,20,0,0,19,0,0,19,1,0,9,4.1339999999999995,27,0.0,0
footwork,1996,8,villeneuve,True,False,False,False,False,verstappen,Dutch,13,19,1,0,16,1,0,15,1,0,9,2.008,24,,0
forti,1996,8,villeneuve,True,False,False,False,False,badoer,Italian,20,10,0,0,20,0,0,20,0,0,11,3.9530000000000003,25,0.0,0
forti,1996,8,villeneuve,True,False,False,False,False,montermini,Italian,22,17,0,0,21,0,0,21,0,0,11,5.05,32,0.0,0
jordan,1996,8,villeneuve,True,False,False,False,False,barrichello,Brazilian,8,16,7,0,10,7,0,9,8,0,7,0.9229999999999999,24,0.0,0
jordan,1996,8,villeneuve,True,False,False,False,False,brundle,British,9,6,1,0,15,1,0,14,8,0,7,1.262,37,0.0,0
ligier,1996,8,villeneuve,True,False,False,False,False,diniz,Brazilian,18,15,1,0,14,0,0,16,12,1,5,2.9,26,0.0,0
ligier,1996,8,villeneuve,True,False,False,False,False,panis,French,11,13,11,1,5,11,1,4,12,1,5,1.422,29,0.0,0
mclaren,1996,8,villeneuve,True,False,False,False,False,coulthard,British,10,4,10,0,6,10,0,6,18,0,4,1.273,25,0.0,0
mclaren,1996,8,villeneuve,True,False,False,False,False,hakkinen,Finnish,6,5,8,0,8,6,0,10,18,0,4,0.748,27,0.0,0
minardi,1996,8,villeneuve,True,False,False,False,False,fisichella,Italian,16,8,0,0,22,0,0,22,0,0,10,2.46,23,0.0,0
minardi,1996,8,villeneuve,True,False,False,False,False,lamy,Portuguese,19,9,0,0,17,0,0,17,0,0,10,3.2030000000000003,24,,0
sauber,1996,8,villeneuve,True,False,False,False,False,frentzen,German,12,18,6,0,11,3,0,13,10,0,6,1.8159999999999998,29,0.0,0
