driver,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_teams
maldonado,2011,16,yeongam,False,False,False,True,False,Venezuelan,williams,16,22,1,0,19,1,0,19,5,0,9,3.3689999999999998,26,,0
alonso,2011,17,buddh,True,False,True,False,False,Spanish,ferrari,3,3,212,1,3,202,1,3,310,1,3,0.341,30,,0
massa,2011,17,buddh,True,False,True,False,False,Brazilian,ferrari,6,20,98,0,6,90,0,6,310,1,3,0.9440000000000001,30,,0
resta,2011,17,buddh,True,False,True,False,False,British,force_india,12,13,21,0,14,20,0,13,49,0,6,2.325,25,,0
karthikeyan,2011,17,buddh,True,False,True,False,False,Indian,hrt,24,17,0,0,26,0,0,26,0,0,11,6.06,34,,0
ricciardo,2011,17,buddh,True,False,True,False,False,Australian,hrt,23,18,0,0,27,0,0,27,0,0,11,6.037999999999999,22,,0
kovalainen,2011,17,buddh,True,False,True,False,False,Finnish,lotus_racing,18,14,0,0,22,0,0,22,0,0,10,4.387,30,,0
trulli,2011,17,buddh,True,False,True,False,False,Italian,lotus_racing,19,19,0,0,21,0,0,21,0,0,10,4.574,37,,0
button,2011,17,buddh,True,False,True,False,False,British,mclaren,4,2,222,3,2,210,3,2,418,5,2,0.772,31,,0
hamilton,2011,17,buddh,True,False,True,False,False,British,mclaren,5,7,196,2,5,178,2,5,418,5,2,0.29600000000000004,26,,0
michael_schumacher,2011,17,buddh,True,False,True,False,False,German,mercedes,11,5,60,0,8,60,0,8,127,0,4,2.1590000000000003,42,0.0,0
rosberg,2011,17,buddh,True,False,True,False,False,German,mercedes,7,6,67,0,7,63,0,7,127,0,4,1.273,26,0.0,0
vettel,2011,17,buddh,True,False,True,False,False,German,red_bull,1,1,349,10,1,324,9,1,558,10,1,0.0,24,0.333333333,0
webber,2011,17,buddh,True,False,True,False,False,Australian,red_bull,2,4,209,0,4,194,0,4,558,10,1,0.33,35,,0
bruno_senna,2011,17,buddh,True,False,True,False,False,Brazilian,renault,14,12,2,0,18,2,0,18,72,0,5,2.4730000000000003,28,,0
petrov,2011,17,buddh,True,False,True,False,False,Russian,renault,16,11,36,0,9,36,0,9,72,0,5,2.141,27,,0
kobayashi,2011,17,buddh,True,False,True,False,False,Japanese,sauber,17,24,27,0,12,27,0,12,40,0,7,3.698,25,,0
perez,2011,17,buddh,True,False,True,False,False,Mexican,sauber,20,10,13,0,16,13,0,15,40,0,7,3.384,21,,0
ambrosio,2011,17,buddh,True,False,True,False,False,Belgian,virgin,21,16,0,0,24,0,0,24,0,0,12,6.688,25,,0
glock,2011,17,buddh,True,False,True,False,False,German,virgin,22,23,0,0,25,0,0,25,0,0,12,9.868,29,0.0,0
barrichello,2011,17,buddh,True,False,True,False,False,Brazilian,williams,15,15,4,0,17,4,0,17,5,0,9,3.069,39,,0
maldonado,2011,17,buddh,True,False,True,False,False,Venezuelan,williams,13,22,1,0,19,1,0,19,5,0,9,2.359,26,,0
alonso,2011,18,yas_marina,True,False,True,False,False,Spanish,ferrari,5,2,227,1,3,212,1,3,325,1,3,0.5770000000000001,30,,0
massa,2011,18,yas_marina,True,False,True,False,False,Brazilian,ferrari,6,5,98,0,6,98,0,6,325,1,3,1.214,30,,0
sutil,2011,18,yas_marina,True,False,True,False,False,German,force_india,9,8,30,0,11,28,0,11,51,0,6,2.287,28,0.0,0
liuzzi,2011,18,yas_marina,True,False,True,False,False,Italian,hrt,22,20,0,0,23,0,0,23,0,0,11,6.678,31,,0
ricciardo,2011,18,yas_marina,True,False,True,False,False,Australian,hrt,20,21,0,0,27,0,0,27,0,0,11,6.16,22,,0
kovalainen,2011,18,yas_marina,True,False,True,False,False,Finnish,lotus_racing,17,17,0,0,22,0,0,22,0,0,10,4.498,30,0.0,0
trulli,2011,18,yas_marina,True,False,True,False,False,Italian,lotus_racing,18,18,0,0,21,0,0,21,0,0,10,5.403,37,,0
button,2011,18,yas_marina,True,False,True,False,False,British,mclaren,3,3,240,3,2,222,3,2,442,5,2,0.15,31,0.0,0
hamilton,2011,18,yas_marina,True,False,True,False,False,British,mclaren,2,1,202,2,5,196,2,5,442,5,2,0.141,26,0.2,0
michael_schumacher,2011,18,yas_marina,True,False,True,False,False,German,mercedes,8,7,70,0,8,60,0,8,145,0,4,2.181,42,0.0,0
rosberg,2011,18,yas_marina,True,False,True,False,False,German,mercedes,7,6,75,0,7,67,0,7,145,0,4,1.2919999999999998,26,0.0,0
vettel,2011,18,yas_marina,True,False,True,False,False,German,red_bull,1,24,374,11,1,349,10,1,595,11,1,0.0,24,0.0,0
webber,2011,18,yas_marina,True,False,True,False,False,Australian,red_bull,4,4,221,0,4,209,0,4,595,11,1,0.377,35,,0
bruno_senna,2011,18,yas_marina,True,False,True,False,False,Brazilian,renault,14,16,2,0,18,2,0,18,72,0,5,2.5980000000000003,28,,0
petrov,2011,18,yas_marina,True,False,True,False,False,Russian,renault,12,13,36,0,9,36,0,9,72,0,5,2.438,27,,0
kobayashi,2011,18,yas_marina,True,False,True,False,False,Japanese,sauber,16,10,27,0,12,27,0,12,41,0,7,2.759,25,,0
perez,2011,18,yas_marina,True,False,True,False,False,Mexican,sauber,11,11,14,0,16,13,0,16,41,0,7,2.3930000000000002,21,,0
alguersuari,2011,18,yas_marina,True,False,True,False,False,Spanish,toro_rosso,15,15,26,0,13,22,0,13,41,0,8,2.681,21,,0
buemi,2011,18,yas_marina,True,False,True,False,False,Swiss,toro_rosso,13,22,15,0,15,15,0,15,41,0,8,2.528,23,,0
ambrosio,2011,18,yas_marina,True,False,True,False,False,Belgian,virgin,21,23,0,0,24,0,0,24,0,0,12,6.218,25,,0
glock,2011,18,yas_marina,True,False,True,False,False,German,virgin,19,19,0,0,25,0,0,25,0,0,12,6.034,29,0.0,0
maldonado,2011,18,yas_marina,True,False,True,False,False,Venezuelan,williams,23,14,1,0,19,1,0,19,5,0,9,3.279,26,,0
alonso,2011,19,interlagos,True,False,False,False,False,Spanish,ferrari,5,4,245,1,3,227,1,3,353,1,3,0.6729999999999999,30,,0
massa,2011,19,interlagos,True,False,False,False,False,Brazilian,ferrari,7,5,108,0,6,98,0,6,353,1,3,1.15,30,0.0,0
resta,2011,19,interlagos,True,False,False,False,False,British,force_india,11,8,23,0,14,21,0,14,57,0,6,1.666,25,0.0,0
sutil,2011,19,interlagos,True,False,False,False,False,German,force_india,8,6,34,0,11,30,0,11,57,0,6,1.38,28,0.0,0
liuzzi,2011,19,interlagos,True,False,False,False,False,Italian,hrt,21,21,0,0,23,0,0,23,0,0,11,4.713,31,0.0,0
ricciardo,2011,19,interlagos,True,False,False,False,False,Australian,hrt,22,20,0,0,27,0,0,27,0,0,11,4.9719999999999995,22,0.0,0
kovalainen,2011,19,interlagos,True,False,False,False,False,Finnish,lotus_racing,19,16,0,0,22,0,0,22,0,0,10,3.15,30,0.0,0
trulli,2011,19,interlagos,True,False,False,False,False,Italian,lotus_racing,20,18,0,0,21,0,0,21,0,0,10,3.44,37,0.0,0
button,2011,19,interlagos,True,False,False,False,False,British,mclaren,3,3,255,3,2,240,3,2,482,6,2,0.365,31,0.0,0
hamilton,2011,19,interlagos,True,False,False,False,False,British,mclaren,4,22,227,3,5,202,2,5,482,6,2,0.562,26,0.0,0
rosberg,2011,19,interlagos,True,False,False,False,False,German,mercedes,6,7,83,0,7,75,0,7,159,0,4,1.1320000000000001,26,0.0,0
vettel,2011,19,interlagos,True,False,False,False,False,German,red_bull,1,2,374,11,1,374,11,1,607,11,1,0.0,24,0.0,0
webber,2011,19,interlagos,True,False,False,False,False,Australian,red_bull,2,1,233,0,4,221,0,4,607,11,1,0.18100000000000002,35,0.5,0
bruno_senna,2011,19,interlagos,True,False,False,False,False,Brazilian,renault,9,17,2,0,18,2,0,18,72,0,5,1.8430000000000002,28,0.0,0
petrov,2011,19,interlagos,True,False,False,False,False,Russian,renault,15,10,36,0,9,36,0,9,72,0,5,2.135,27,,0
kobayashi,2011,19,interlagos,True,False,False,False,False,Japanese,sauber,16,9,28,0,12,27,0,12,42,0,7,2.211,25,,0
perez,2011,19,interlagos,True,False,False,False,False,Mexican,sauber,17,13,14,0,16,14,0,16,42,0,7,2.2640000000000002,21,,0
alguersuari,2011,19,interlagos,True,False,False,False,False,Spanish,toro_rosso,13,11,26,0,13,26,0,13,41,0,8,1.886,21,,0
buemi,2011,19,interlagos,True,False,False,False,False,Swiss,toro_rosso,14,12,15,0,15,15,0,15,41,0,8,2.001,23,,0
ambrosio,2011,19,interlagos,True,False,False,False,False,Belgian,virgin,23,19,0,0,24,0,0,24,0,0,12,5.101,25,,0
glock,2011,19,interlagos,True,False,False,False,False,German,virgin,24,24,0,0,25,0,0,25,0,0,12,5.142,29,0.0,0
barrichello,2011,19,interlagos,True,False,False,False,False,Brazilian,williams,12,14,4,0,17,4,0,17,5,0,9,1.883,39,0.0,0
maldonado,2011,19,interlagos,True,False,False,False,False,Venezuelan,williams,18,23,1,0,19,1,0,19,5,0,9,2.707,26,,0
kovalainen,2012,1,albert_park,False,False,False,False,False,Finnish,caterham,18,18,0,0,0,0,0,0,0,0,0,3.7569999999999997,30,0.0,1
petrov,2012,1,albert_park,False,False,False,False,False,Russian,caterham,19,19,0,0,0,0,0,0,0,0,0,4.096,27,,1
alonso,2012,1,albert_park,False,False,False,False,False,Spanish,ferrari,12,5,0,0,0,0,0,0,0,0,0,1.5719999999999998,30,0.0,1
massa,2012,1,albert_park,False,False,False,False,False,Brazilian,ferrari,16,17,0,0,0,0,0,0,0,0,0,2.575,30,,1
hulkenberg,2012,1,albert_park,False,False,False,False,False,German,force_india,9,22,0,0,0,0,0,0,0,0,0,1.5290000000000001,24,0.0,1
resta,2012,1,albert_park,False,False,False,False,False,British,force_india,15,10,0,0,0,0,0,0,0,0,0,2.164,25,0.0,1
grosjean,2012,1,albert_park,False,False,False,False,False,French,lotus_f1,3,21,0,0,0,0,0,0,0,0,0,0.38,25,,1
raikkonen,2012,1,albert_park,False,False,False,False,False,Finnish,lotus_f1,17,7,0,0,0,0,0,0,0,0,0,2.8360000000000003,32,0.0,1
glock,2012,1,albert_park,False,False,False,False,False,German,marussia,20,14,0,0,0,0,0,0,0,0,0,6.001,30,0.0,1
pic,2012,1,albert_park,False,False,False,False,False,French,marussia,21,15,0,0,0,0,0,0,0,0,0,6.747999999999999,22,,1
button,2012,1,albert_park,False,False,False,False,False,British,mclaren,2,1,0,0,0,0,0,0,0,0,0,0.152,32,0.111111111,1
hamilton,2012,1,albert_park,False,False,False,False,False,British,mclaren,1,3,0,0,0,0,0,0,0,0,0,0.0,27,0.0,1
michael_schumacher,2012,1,albert_park,False,False,False,False,False,German,mercedes,4,20,0,0,0,0,0,0,0,0,0,0.414,43,0.0,1
rosberg,2012,1,albert_park,False,False,False,False,False,German,mercedes,7,12,0,0,0,0,0,0,0,0,0,0.764,26,0.0,1
vettel,2012,1,albert_park,False,False,False,False,False,German,red_bull,6,2,0,0,0,0,0,0,0,0,0,0.746,24,0.0,1
webber,2012,1,albert_park,False,False,False,False,False,Australian,red_bull,5,4,0,0,0,0,0,0,0,0,0,0.7290000000000001,35,,1
kobayashi,2012,1,albert_park,False,False,False,False,False,Japanese,sauber,13,6,0,0,0,0,0,0,0,0,0,1.6680000000000001,25,,1
vergne,2012,1,albert_park,False,False,False,False,False,French,toro_rosso,11,11,0,0,0,0,0,0,0,0,0,1.507,21,,1
bruno_senna,2012,1,albert_park,False,False,False,False,False,Brazilian,williams,14,16,0,0,0,0,0,0,0,0,0,1.7409999999999999,28,,1
maldonado,2012,1,albert_park,False,False,False,False,False,Venezuelan,williams,8,13,0,0,0,0,0,0,0,0,0,0.986,27,,1
kovalainen,2012,2,sepang,False,False,False,True,True,Finnish,caterham,24,18,0,0,18,0,0,0,0,0,11,3.0869999999999997,30,0.0,0
petrov,2012,2,sepang,False,False,False,True,True,Russian,caterham,19,16,0,0,19,0,0,0,0,0,11,3.3480000000000003,27,,0
alonso,2012,2,sepang,False,False,False,True,True,Spanish,ferrari,8,1,10,0,5,0,0,0,10,0,4,1.347,30,0.333333333,0
massa,2012,2,sepang,False,False,False,True,True,Brazilian,ferrari,12,15,0,0,17,0,0,0,10,0,4,1.5119999999999998,30,,0
hulkenberg,2012,2,sepang,False,False,False,True,True,German,force_india,16,9,0,0,22,0,0,0,1,0,7,1.671,24,0.0,0
resta,2012,2,sepang,False,False,False,True,True,British,force_india,14,7,1,0,10,0,0,0,1,0,7,1.6580000000000001,25,0.0,0
karthikeyan,2012,2,sepang,False,False,False,True,True,Indian,hrt,23,21,0,0,24,0,0,0,0,0,0,7.436,35,,1
rosa,2012,2,sepang,False,False,False,True,True,Spanish,hrt,22,22,0,0,23,0,0,0,0,0,0,6.695,41,0.0,1
grosjean,2012,2,sepang,False,False,False,True,True,French,lotus_f1,6,24,0,0,21,0,0,0,6,0,5,0.439,25,,0
raikkonen,2012,2,sepang,False,False,False,True,True,Finnish,lotus_f1,10,5,6,0,7,0,0,0,6,0,5,0.242,32,0.0,0
glock,2012,2,sepang,False,False,False,True,True,German,marussia,20,17,0,0,14,0,0,0,0,0,10,4.684,30,0.0,0
pic,2012,2,sepang,False,False,False,True,True,French,marussia,21,20,0,0,15,0,0,0,0,0,10,5.031000000000001,22,,0
button,2012,2,sepang,False,False,False,True,True,British,mclaren,2,14,25,1,1,0,0,0,40,1,1,0.149,32,0.0,0
hamilton,2012,2,sepang,False,False,False,True,True,British,mclaren,1,3,15,0,3,0,0,0,40,1,1,0.0,27,0.0,0
michael_schumacher,2012,2,sepang,False,False,False,True,True,German,mercedes,3,10,0,0,20,0,0,0,0,0,8,0.172,43,0.0,0
rosberg,2012,2,sepang,False,False,False,True,True,German,mercedes,7,13,0,0,12,0,0,0,0,0,8,0.445,26,0.0,0
vettel,2012,2,sepang,False,False,False,True,True,German,red_bull,5,11,18,0,2,0,0,0,30,0,2,0.415,24,0.0,0
webber,2012,2,sepang,False,False,False,True,True,Australian,red_bull,4,4,12,0,4,0,0,0,30,0,2,0.242,35,0.0,0
kobayashi,2012,2,sepang,False,False,False,True,True,Japanese,sauber,17,23,8,0,6,0,0,0,12,0,3,1.85,25,,0
perez,2012,2,sepang,False,False,False,True,True,Mexican,sauber,9,2,4,0,8,0,0,0,12,0,3,1.479,22,,1
ricciardo,2012,2,sepang,False,False,False,True,True,Australian,toro_rosso,15,12,2,0,9,0,0,0,2,0,6,1.6640000000000001,22,0.0,1
vergne,2012,2,sepang,False,False,False,True,True,French,toro_rosso,18,8,0,0,11,0,0,0,2,0,6,2.858,21,,0
bruno_senna,2012,2,sepang,False,False,False,True,True,Brazilian,williams,13,6,0,0,16,0,0,0,0,0,9,1.6219999999999999,28,,0
maldonado,2012,2,sepang,False,False,False,True,True,Venezuelan,williams,11,19,0,0,13,0,0,0,0,0,9,1.37,27,,0
kovalainen,2012,3,shanghai,False,False,False,False,True,Finnish,caterham,18,23,0,0,21,0,0,18,0,0,11,3.342,30,0.0,0
petrov,2012,3,shanghai,False,False,False,False,True,Russian,caterham,19,18,0,0,20,0,0,19,0,0,11,3.556,27,,0
alonso,2012,3,shanghai,False,False,False,False,True,Spanish,ferrari,9,9,35,1,1,10,0,5,35,1,3,1.501,30,0.0,0
massa,2012,3,shanghai,False,False,False,False,True,Brazilian,ferrari,12,13,0,0,19,0,0,17,35,1,3,1.1340000000000001,30,0.0,0
hulkenberg,2012,3,shanghai,False,False,False,False,True,German,force_india,16,15,2,0,13,0,0,22,9,0,6,1.624,24,0.0,0
resta,2012,3,shanghai,False,False,False,False,True,British,force_india,15,12,7,0,10,1,0,10,9,0,6,1.196,25,0.0,0
karthikeyan,2012,3,shanghai,False,False,False,False,True,Indian,hrt,23,22,0,0,22,0,0,24,0,0,12,5.879,35,,0
rosa,2012,3,shanghai,False,False,False,False,True,Spanish,hrt,22,21,0,0,23,0,0,23,0,0,12,5.29,41,0.0,0
raikkonen,2012,3,shanghai,False,False,False,False,True,Finnish,lotus_f1,4,14,16,0,7,6,0,7,16,0,5,0.777,32,0.0,0
glock,2012,3,shanghai,False,False,False,False,True,German,marussia,20,19,0,0,17,0,0,14,0,0,10,4.1610000000000005,30,0.0,0
pic,2012,3,shanghai,False,False,False,False,True,French,marussia,21,20,0,0,18,0,0,15,0,0,10,4.596,22,,0
button,2012,3,shanghai,False,False,False,False,True,British,mclaren,5,2,25,1,3,25,1,1,55,1,1,1.07,32,0.0,0
hamilton,2012,3,shanghai,False,False,False,False,True,British,mclaren,7,3,30,0,2,15,0,3,55,1,1,0.505,27,0.0,0
michael_schumacher,2012,3,shanghai,False,False,False,False,True,German,mercedes,2,24,1,0,14,0,0,20,1,0,9,0.57,43,0.0,0
rosberg,2012,3,shanghai,False,False,False,False,True,German,mercedes,1,1,0,0,15,0,0,12,1,0,9,0.0,26,0.25,0
vettel,2012,3,shanghai,False,False,False,False,True,German,red_bull,11,5,18,0,6,18,0,2,42,0,2,0.91,24,0.0,0
webber,2012,3,shanghai,False,False,False,False,True,Australian,red_bull,6,4,24,0,4,12,0,4,42,0,2,1.169,35,0.0,0
kobayashi,2012,3,shanghai,False,False,False,False,True,Japanese,sauber,3,10,8,0,9,8,0,6,30,0,4,0.6629999999999999,25,,0
perez,2012,3,shanghai,False,False,False,False,True,Mexican,sauber,8,11,22,0,5,4,0,8,30,0,4,1.403,22,,0
ricciardo,2012,3,shanghai,False,False,False,False,True,Australian,toro_rosso,17,17,2,0,12,2,0,9,6,0,8,1.835,22,0.0,0
bruno_senna,2012,3,shanghai,False,False,False,False,True,Brazilian,williams,14,7,8,0,8,0,0,16,8,0,7,1.168,28,0.0,0
maldonado,2012,3,shanghai,False,False,False,False,True,Venezuelan,williams,13,8,0,0,16,0,0,13,8,0,7,1.162,27,,0
kovalainen,2012,4,bahrain,True,False,False,False,False,Finnish,caterham,16,17,0,0,22,0,0,21,0,0,11,3.71,30,,0
petrov,2012,4,bahrain,True,False,False,False,False,Russian,caterham,18,16,0,0,21,0,0,20,0,0,11,3.4010000000000002,27,,0
massa,2012,4,bahrain,True,False,False,False,False,Brazilian,ferrari,14,9,0,0,18,0,0,19,37,1,3,1.49,30,0.0,0
hulkenberg,2012,4,bahrain,True,False,False,False,False,German,force_india,13,12,2,0,16,2,0,13,9,0,8,1.385,24,0.0,0
karthikeyan,2012,4,bahrain,True,False,False,False,False,Indian,hrt,24,21,0,0,24,0,0,22,0,0,12,5.892,35,,0
rosa,2012,4,bahrain,True,False,False,False,False,Spanish,hrt,20,20,0,0,23,0,0,23,0,0,12,5.461,41,0.0,0
grosjean,2012,4,bahrain,True,False,False,False,False,French,lotus_f1,7,3,8,0,11,0,0,24,24,0,6,0.586,26,,0
raikkonen,2012,4,bahrain,True,False,False,False,False,Finnish,lotus_f1,11,2,16,0,8,16,0,7,24,0,6,1.367,32,,0
glock,2012,4,bahrain,True,False,False,False,False,German,marussia,23,19,0,0,19,0,0,17,0,0,10,5.483,30,0.0,0
pic,2012,4,bahrain,True,False,False,False,False,French,marussia,19,24,0,0,20,0,0,18,0,0,10,5.261,22,,0
button,2012,4,bahrain,True,False,False,False,False,British,mclaren,4,18,43,1,2,25,1,3,88,1,1,0.289,32,0.0,0
hamilton,2012,4,bahrain,True,False,False,False,False,British,mclaren,2,8,45,0,1,30,0,2,88,1,1,0.098,27,0.0,0
michael_schumacher,2012,4,bahrain,True,False,False,False,False,German,mercedes,22,10,1,0,17,1,0,14,26,1,5,2.443,43,0.0,0
rosberg,2012,4,bahrain,True,False,False,False,False,German,mercedes,5,5,25,1,6,0,0,15,26,1,5,0.39899999999999997,26,0.0,0
vettel,2012,4,bahrain,True,False,False,False,False,German,red_bull,1,1,28,0,5,18,0,6,64,0,2,0.0,24,0.166666667,0
webber,2012,4,bahrain,True,False,False,False,False,Australian,red_bull,3,4,36,0,4,24,0,4,64,0,2,0.215,35,,0
kobayashi,2012,4,bahrain,True,False,False,False,False,Japanese,sauber,12,13,9,0,10,8,0,9,31,0,4,1.3840000000000001,25,,0
perez,2012,4,bahrain,True,False,False,False,False,Mexican,sauber,8,11,22,0,7,22,0,5,31,0,4,0.972,22,,0
ricciardo,2012,4,bahrain,True,False,False,False,False,Australian,toro_rosso,6,15,2,0,15,2,0,12,6,0,9,0.49,22,,0
vergne,2012,4,bahrain,True,False,False,False,False,French,toro_rosso,17,14,4,0,13,4,0,11,6,0,9,2.592,21,,0
bruno_senna,2012,4,bahrain,True,False,False,False,False,Brazilian,williams,15,22,14,0,9,8,0,8,18,0,7,1.595,28,0.0,0
kovalainen,2012,5,catalunya,False,False,True,False,False,Finnish,caterham,19,16,0,0,22,0,0,22,0,0,11,3.222,30,0.0,0
petrov,2012,5,catalunya,False,False,True,False,False,Russian,caterham,18,17,0,0,21,0,0,21,0,0,11,2.992,27,,0
alonso,2012,5,catalunya,False,False,True,False,False,Spanish,ferrari,2,2,43,1,5,37,1,3,45,1,4,0.017,30,0.0,0
massa,2012,5,catalunya,False,False,True,False,False,Brazilian,ferrari,16,15,2,0,17,0,0,18,45,1,4,1.159,31,0.0,0
hulkenberg,2012,5,catalunya,False,False,True,False,False,German,force_india,13,10,2,0,16,2,0,16,17,0,8,0.892,24,0.0,0
resta,2012,5,catalunya,False,False,True,False,False,British,force_india,12,14,15,0,10,7,0,12,17,0,8,0.84,26,0.0,0
rosa,2012,5,catalunya,False,False,True,False,False,Spanish,hrt,22,19,0,0,23,0,0,23,0,0,12,5.27,41,0.0,0
grosjean,2012,5,catalunya,False,False,True,False,False,French,lotus_f1,3,4,23,0,8,8,0,11,57,0,3,0.139,26,0.0,0
raikkonen,2012,5,catalunya,False,False,True,False,False,Finnish,lotus_f1,4,3,34,0,7,16,0,8,57,0,3,0.20199999999999999,32,0.0,0
glock,2012,5,catalunya,False,False,True,False,False,German,marussia,21,18,0,0,19,0,0,19,0,0,10,4.747,30,0.0,0
pic,2012,5,catalunya,False,False,True,False,False,French,marussia,20,21,0,0,20,0,0,20,0,0,10,4.297,22,0.0,0
button,2012,5,catalunya,False,False,True,False,False,British,mclaren,10,9,43,1,4,43,1,2,92,1,2,0.659,32,0.0,0
rosberg,2012,5,catalunya,False,False,True,False,False,German,mercedes,6,7,35,1,6,25,1,6,37,1,5,0.72,26,0.0,0
webber,2012,5,catalunya,False,False,True,False,False,Australian,red_bull,11,11,48,0,3,36,0,4,101,1,1,0.6920000000000001,35,0.0,0
perez,2012,5,catalunya,False,False,True,False,False,Mexican,sauber,5,20,22,0,9,22,0,7,31,0,6,0.248,22,,0
ricciardo,2012,5,catalunya,False,False,True,False,False,Australian,toro_rosso,15,13,2,0,15,2,0,15,6,0,9,1.157,22,0.0,0
vergne,2012,5,catalunya,False,False,True,False,False,French,toro_rosso,14,12,4,0,13,4,0,13,6,0,9,0.98,22,0.0,0
bruno_senna,2012,5,catalunya,False,False,True,False,False,Brazilian,williams,17,23,14,0,11,14,0,9,18,0,7,2.696,28,0.0,0
maldonado,2012,5,catalunya,False,False,True,False,False,Venezuelan,williams,1,1,4,0,14,4,0,14,18,0,7,0.0,27,1.0,0
kovalainen,2012,6,monaco,True,False,False,True,False,Finnish,caterham,17,13,0,0,22,0,0,22,0,0,11,2.157,30,0.0,0
petrov,2012,6,monaco,True,False,False,True,False,Russian,caterham,18,20,0,0,21,0,0,21,0,0,11,3.023,27,,0
alonso,2012,6,monaco,True,False,False,True,False,Spanish,ferrari,5,3,61,1,2,43,1,5,63,1,4,0.5670000000000001,30,0.0,0
massa,2012,6,monaco,True,False,False,True,False,Brazilian,ferrari,7,6,2,0,17,2,0,17,63,1,4,0.6679999999999999,31,0.0,0
hulkenberg,2012,6,monaco,True,False,False,True,False,German,force_india,10,8,3,0,15,2,0,16,18,0,8,1.04,24,0.0,0
resta,2012,6,monaco,True,False,False,True,False,British,force_india,14,7,15,0,12,15,0,10,18,0,8,1.337,26,0.0,0
karthikeyan,2012,6,monaco,True,False,False,True,False,Indian,hrt,22,15,0,0,24,0,0,24,0,0,12,4.928999999999999,35,,0
rosa,2012,6,monaco,True,False,False,True,False,Spanish,hrt,20,22,0,0,23,0,0,23,0,0,12,3.715,41,0.0,0
grosjean,2012,6,monaco,True,False,False,True,False,French,lotus_f1,4,24,35,0,8,23,0,8,84,0,3,0.258,26,0.0,0
raikkonen,2012,6,monaco,True,False,False,True,False,Finnish,lotus_f1,8,9,49,0,4,34,0,7,84,0,3,0.818,32,0.0,0
glock,2012,6,monaco,True,False,False,True,False,German,marussia,19,14,0,0,19,0,0,19,0,0,10,3.5660000000000003,30,0.0,0
pic,2012,6,monaco,True,False,False,True,False,French,marussia,21,18,0,0,20,0,0,20,0,0,10,4.095,22,0.0,0
button,2012,6,monaco,True,False,False,True,False,British,mclaren,12,16,45,1,6,43,1,4,98,1,2,1.155,32,0.0,0
hamilton,2012,6,monaco,True,False,False,True,False,British,mclaren,3,5,53,0,3,49,0,2,98,1,2,0.20199999999999999,27,0.0,0
michael_schumacher,2012,6,monaco,True,False,False,True,False,German,mercedes,6,19,2,0,18,2,0,18,43,1,5,-0.08,43,0.0,0
