season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,lehto,Finnish,benetton,17,7,0,0,0,0,0,0,30,3,1,4.119,28,0
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,18,8,0,0,30,0,0,27,1,0,9,4.465,24,
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,lamy,Portuguese,team_lotus,19,11,0,0,14,0,0,12,0,0,10,5.298,22,
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,20,9,0,0,17,0,0,14,0,0,12,5.571,27,0
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,21,19,0,0,19,0,0,15,0,0,12,5.817,29,0
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,22,16,0,0,21,0,0,17,0,0,13,6.096,28,0
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,gachot,Belgian,pacific,23,14,0,0,28,0,0,29,0,0,14,7.522,31,
1994,4,monaco,TRUE,FALSE,FALSE,FALSE,FALSE,belmondo,French,pacific,24,13,0,0,0,0,0,0,0,0,14,11.424,31,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,1,2,40,4,1,30,3,1,40,4,1,0,25,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,2,1,7,0,3,7,0,2,7,0,5,0.651,33,0.125
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,3,13,4,0,8,4,0,6,10,0,3,0.752,25,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,lehto,Finnish,benetton,4,12,0,0,17,0,0,0,40,4,1,1.075,28,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,5,15,7,0,4,7,0,3,10,0,4,1.686,22,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,6,4,6,0,7,4,0,7,22,0,2,1.792,29,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,7,19,10,0,2,6,0,4,22,0,2,1.807,34,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,8,11,6,0,5,0,0,15,10,0,3,1.855,34,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,10,23,4,0,10,4,0,9,4,0,7,2.061,31,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,11,3,0,0,22,0,0,18,4,0,7,2.073,28,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,12,21,2,0,13,2,0,11,6,0,6,2.346,27,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,13,6,0,0,30,0,0,26,10,0,4,3.022,28,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,14,24,1,0,15,0,0,24,1,0,10,3.088,37,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,15,20,0,0,26,0,0,22,3,0,8,3.11,26,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,16,22,1,0,14,1,0,12,1,0,9,3.142,30,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,17,26,0,0,20,0,0,30,1,0,9,3.253,24,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,18,5,0,0,19,0,0,16,1,0,10,3.339,33,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,19,7,0,0,21,0,0,17,0,0,12,3.669,27,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,20,8,0,0,23,0,0,19,0,0,12,3.858,29,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,21,16,3,0,11,3,0,10,3,0,8,4.176,23,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,22,14,0,0,16,0,0,13,0,0,11,4.489,29,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,23,9,0,0,0,0,0,0,0,0,11,5.777,27,
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,24,10,0,0,25,0,0,21,0,0,13,6.243,28,0
1994,5,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,belmondo,French,pacific,26,25,0,0,28,0,0,0,0,0,14,8.749,31,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,1,1,46,4,1,40,4,1,46,4,1,0,25,0.1
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,2,3,9,0,4,6,0,7,25,0,2,0.099,30,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,3,4,10,0,3,10,0,2,25,0,2,0.881,34,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,4,2,17,1,2,7,0,3,17,1,3,0.916,33,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,williams,5,5,0,0,0,0,0,0,17,1,3,1.033,23,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,6,7,7,0,5,7,0,4,11,0,4,1.376,22,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,7,17,4,0,9,4,0,8,10,0,5,1.438,25,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,8,23,1,0,18,0,0,30,11,0,4,1.602,28,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,9,22,4,0,11,4,0,10,8,0,6,1.649,31,
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,10,25,2,0,14,2,0,13,6,0,7,1.799,27,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,11,19,0,0,28,0,0,26,3,0,8,1.811,26,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,12,26,6,0,6,6,0,5,10,0,5,2.019,35,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,13,10,4,0,8,0,0,22,8,0,6,2.401,28,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,14,24,3,0,13,3,0,12,6,0,7,2.516,35,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,15,9,2,0,15,0,0,19,3,0,9,2.669,33,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,16,16,3,0,12,3,0,11,3,0,8,2.704,23,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,17,8,0,0,19,0,0,16,0,0,11,2.711,29,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,18,11,1,0,17,1,0,15,3,0,9,2.725,37,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,19,12,0,0,20,0,0,21,0,0,12,2.772,27,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,lehto,Finnish,benetton,20,6,0,0,21,0,0,17,46,4,1,2.815,28,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,21,21,1,0,16,1,0,14,1,0,10,2.861,30,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,22,18,0,0,24,0,0,20,1,0,10,3.225,24,
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,23,15,0,0,25,0,0,0,0,0,11,3.982,27,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,24,13,0,0,23,0,0,23,0,0,12,4.315,29,0
1994,6,villeneuve,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,25,14,0,0,26,0,0,25,0,0,13,5.454,28,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,1,2,23,1,2,17,1,2,25,1,3,0,33,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,3,1,56,5,1,46,4,1,57,5,1,0.425,25,0.1
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,4,15,13,0,4,9,0,4,32,0,2,0.672,30,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,5,3,13,0,3,10,0,3,32,0,2,0.677,34,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,6,24,1,0,20,1,0,18,11,0,4,1.159,28,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,7,16,7,0,5,7,0,5,11,0,4,1.2,22,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,9,13,4,0,9,4,0,9,10,0,5,1.486,25,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,10,4,2,0,14,2,0,14,6,0,7,1.548,27,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,11,6,3,0,13,3,0,13,6,0,7,1.584,35,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,12,19,6,0,6,6,0,6,10,0,5,1.749,35,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,13,21,0,0,22,0,0,20,0,0,12,1.762,27,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,14,12,4,0,11,4,0,11,8,0,6,1.91,31,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,15,17,0,0,24,0,0,23,0,0,12,1.954,29,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,16,5,2,0,15,2,0,15,3,0,9,1.966,33,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,17,10,4,0,8,4,0,8,8,0,6,2.099,28,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,18,8,3,0,12,3,0,12,3,0,8,2.286,23,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,19,7,0,0,21,0,0,19,0,0,11,2.433,30,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,20,11,1,0,18,1,0,16,1,0,10,2.529,30,0
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,21,25,1,0,19,1,0,17,3,0,9,2.608,37,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,22,20,0,0,29,0,0,28,3,0,8,2.654,26,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,23,26,0,0,26,0,0,25,0,0,11,2.784,27,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,24,22,0,0,27,0,0,26,0,0,13,3.489,28,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,25,18,0,0,25,0,0,24,1,0,10,3.581,24,
1994,7,magny_cours,TRUE,FALSE,FALSE,FALSE,FALSE,gounon,French,simtek,26,9,0,0,0,0,0,0,0,0,13,5.547,31,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,1,1,29,1,2,23,1,2,31,1,3,0,33,0.076923077
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,2,17,66,6,1,56,5,1,67,6,1,0.003,25,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,3,19,17,0,3,13,0,3,36,0,2,0.02,34,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,4,2,13,0,4,13,0,4,36,0,2,0.581,30,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,5,3,4,0,10,4,0,9,10,0,5,1.308,25,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,6,4,7,0,5,7,0,5,11,0,4,1.311,22,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,williams,7,5,2,0,16,2,0,16,31,1,3,1.377,23,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,8,6,4,0,14,4,0,11,8,0,7,1.454,31,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,9,25,6,0,6,6,0,6,10,0,5,1.808,35,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,benetton,10,8,0,0,0,0,0,0,67,6,1,1.881,22,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,11,20,4,0,9,4,0,8,8,0,7,1.96,28,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,12,26,1,0,20,1,0,20,11,0,4,2.105,28,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,13,7,5,0,8,2,0,14,10,0,6,2.324,27,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,14,10,4,0,13,2,0,15,5,0,8,2.562,33,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,15,12,0,0,22,0,0,22,0,0,12,2.825,27,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,17,18,1,0,19,1,0,19,5,0,8,3.14,37,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,18,22,4,0,12,3,0,13,10,0,6,3.252,35,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,19,24,0,0,26,0,0,26,0,0,11,3.265,27,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,20,9,3,0,15,3,0,12,3,0,9,3.271,23,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,21,11,0,0,21,0,0,21,0,0,11,3.38,30,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,22,21,1,0,18,1,0,18,1,0,10,3.559,30,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,23,13,0,0,24,0,0,24,0,0,12,3.995,29,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,24,14,0,0,25,0,0,25,1,0,10,4.339,24,
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,25,15,0,0,28,0,0,27,0,0,13,5.73,28,0
1994,8,silverstone,TRUE,FALSE,FALSE,FALSE,FALSE,gounon,French,simtek,26,16,0,0,27,0,0,0,0,0,13,5.762,31,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,1,1,17,0,4,17,0,3,42,0,3,0,34,0.5
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,2,16,19,0,3,13,0,4,42,0,3,0.43,30,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,3,8,39,2,2,29,1,2,43,2,2,0.444,33,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,4,11,66,6,1,66,6,1,67,6,1,0.686,25,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,5,15,5,0,10,4,0,14,9,0,7,1.136,31,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,williams,6,13,4,0,15,2,0,16,43,2,2,1.564,23,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,7,17,4,0,11,4,0,9,9,0,7,1.892,28,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,8,18,8,0,6,4,0,10,14,0,4,1.905,25,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,9,19,5,0,9,5,0,8,10,0,6,2.311,27,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,10,20,1,0,20,1,0,20,14,0,5,2.329,28,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,11,21,10,0,5,7,0,5,14,0,5,2.357,22,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,12,2,0,0,22,0,0,22,0,0,12,2.583,27,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,13,12,6,0,7,6,0,6,14,0,4,2.636,35,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,14,3,0,0,24,0,0,24,0,0,12,2.708,29,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,15,22,0,0,21,0,0,21,0,0,11,3.048,30,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,16,5,0,0,0,0,0,0,3,0,9,3.235,26,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,17,4,3,0,16,3,0,15,3,0,9,3.52,23,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,18,23,4,0,13,4,0,12,10,0,6,3.653,35,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,benetton,19,14,0,0,26,0,0,0,67,6,1,3.734,22,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,20,24,4,0,14,4,0,13,5,0,8,3.82,33,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,21,25,0,0,27,0,0,26,0,0,11,3.843,27,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,22,6,1,0,18,1,0,18,1,0,10,4.647,30,0
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,23,26,1,0,19,1,0,19,5,0,8,4.713,37,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,24,7,0,0,25,0,0,25,1,0,10,5.099,24,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,25,10,0,0,29,0,0,28,0,0,13,5.288,28,
1994,9,hockenheimring,TRUE,FALSE,FALSE,FALSE,FALSE,gounon,French,simtek,26,9,0,0,28,0,0,27,0,0,13,5.622,31,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,1,1,66,6,1,66,6,1,67,6,1,0,25,0.166666667
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,2,2,39,2,2,39,2,2,43,2,3,0.566,33,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,williams,3,15,4,0,18,4,0,15,43,2,3,1.947,23,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,4,12,27,1,3,17,0,4,52,1,2,1.961,34,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,5,24,5,0,12,5,0,10,9,0,8,1.974,31,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,6,4,6,0,8,6,0,7,14,0,4,2.371,35,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,7,25,1,0,23,1,0,20,14,0,5,2.44,28,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,8,18,5,0,11,5,0,9,10,0,7,2.6,27,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,9,6,6,0,7,0,0,22,10,0,6,2.671,27,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,10,26,10,0,5,10,0,5,14,0,5,2.694,22,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,11,5,4,0,14,4,0,11,9,0,8,2.726,28,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,benetton,12,3,0,0,27,0,0,26,67,6,1,2.883,22,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,13,16,19,0,4,19,0,3,52,1,2,2.948,30,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,15,17,4,0,17,4,0,14,5,0,10,3.579,33,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,fittipaldi,Brazilian,footwork,16,14,6,0,10,3,0,16,8,0,9,3.615,23,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,17,20,4,0,16,4,0,13,10,0,7,3.688,35,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,18,10,4,0,13,0,0,24,10,0,6,3.78,29,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,19,21,2,0,19,0,0,0,8,0,9,4.053,26,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,20,7,1,0,22,1,0,19,5,0,10,4.121,37,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,21,8,2,0,20,1,0,18,2,0,11,4.229,30,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,zanardi,Italian,team_lotus,22,13,0,0,28,0,0,27,0,0,12,4.255,27,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,23,11,0,0,30,0,0,29,0,0,13,4.356,28,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,24,19,0,0,24,0,0,21,0,0,12,4.447,30,0
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,beretta,Monegasque,larrousse,25,9,0,0,25,0,0,25,2,0,11,4.641,24,
1994,10,hungaroring,TRUE,FALSE,FALSE,FALSE,FALSE,gounon,French,simtek,26,23,0,0,29,0,0,28,0,0,13,5.933,31,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,1,19,10,0,5,10,0,5,14,0,5,0,22,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,benetton,2,14,76,7,1,66,6,1,81,7,1,0.331,25,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,3,1,45,2,2,39,2,2,49,2,3,0.518,33,0.111111111
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,jordan,4,13,1,0,24,1,0,23,14,0,5,0.911,28,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,ferrari,5,26,19,0,4,19,0,4,52,1,2,1.039,30,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,benetton,6,3,4,0,15,0,0,27,81,7,1,1.055,22,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,williams,7,4,4,0,19,4,0,18,49,2,3,1.196,23,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,8,2,8,0,7,8,0,6,17,0,4,1.278,25,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,9,24,5,0,12,5,0,11,10,0,8,1.471,27,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,martini,Italian,minardi,10,8,4,0,18,4,0,17,5,0,10,2.163,33,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,ferrari,11,22,27,1,3,27,1,3,52,1,2,2.732,35,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,blundell,British,tyrrell,12,5,6,0,10,4,0,14,11,0,7,2.885,28,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,mclaren,13,18,9,0,6,6,0,8,17,0,4,2.954,35,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,footwork,14,6,2,0,20,2,0,19,8,0,9,3.951,26,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,cesaris,Italian,sauber,15,17,4,0,17,4,0,16,10,0,8,4.532,35,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,bernard,French,ligier,16,10,4,0,14,4,0,13,11,0,6,4.881,30,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,17,7,7,0,8,6,0,7,11,0,6,4.916,27,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,alboreto,Italian,minardi,18,9,1,0,22,1,0,22,5,0,10,5.575,37,
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,team_lotus,20,12,0,0,25,0,0,24,0,0,12,5.992,30,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,brabham,Australian,simtek,21,16,0,0,30,0,0,30,0,0,13,6.049,28,0
1994,11,spa,TRUE,FALSE,FALSE,FALSE,FALSE,comas,French,larrousse,22,25,2,0,21,2,0,20,2,0,11,6.993,30,0
